Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,,,less than twice the thickness,Free,Free
,,,Blooms and billets:,,
,01F,kg,Less than 80 mm,,
,09A,kg,80 mm and above but less than 120 mm,,
,19J,kg,Other,,
,29F,kg,Other,,
7207.12.00,,,"Other, of rectangular (other than square) cross-section",Free,Free
,01L,kg,Slabs,,
,09F,kg,Other,,
7207.19.00,00D,kg,Other,Free,Free
7207.20.00,,,Containing by weight 0.25 % or more of carbon,Free,Free
,,,  Blooms and billets:,,
,01E,kg,Less than 80 mm,,
,09L,kg,80 mm and above but less than 120 mm,,
,19H,kg,Other,,
,21K,kg,Slabs,,
,29E,kg,Other,,
72.08,,,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or",,
,,,"more, hot-rolled, not clad, plated or coated:",,
7208.10.00,,,"In coils, not further worked than hot-rolled, with patterns in relief",5,Free
,,,,,*See Below
,,,,,RCEP 3.5
,,,,,1/2025 3
,01K,kg,Of a thickness exceeding 10 mm,,
,09E,kg,Of a thickness of 4.75 mm or more but not exceeding 10 mm,,
,11G,kg,Of a thickness of 3 mm or more but less than 4.75 mm,,
,19B,kg,Of a thickness of less than 3 mm,,
,,,"Other, in coils, not further worked than hot-rolled, pickled:",,
7208.25.00,00H,kg,Of a thickness of 4.75 mm or more,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
7208.26.00,00B,kg,Of a thickness of 3 mm or more but less than 4.75 mm,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
7208.27.00,00G,kg,Of a thickness of less than 3 mm,5,Free
,,,,,*See Below
,,,"Other, in coils, not further worked than hot-rolled:",,
7208.36.00,00F,kg,Of a thickness exceeding 10 mm,5,Free
,,,,,*See Below
,,,,,RCEP 5
,,,,,1/2025 5
7208.37.00,00L,kg,Of a thickness of 4.75 mm or more but not exceeding 10 mm,5,Free
,,,,,*See Below
,,,,,RCEP 3.5
,,,,,1/2025 3
7208.38.00,00E,kg,Of a thickness of 3 mm or more but less than 4.75 mm,5,Free
,,,,,*See Below
,,,,,RCEP 3.5
,,,,,1/2025 3
7208.39.00,00K,kg,Of a thickness of less than 3 mm,5,Free
,,,,,*See Below
,,,,,RCEP 5
,,,,,1/2025 5
7208.4,,,"Not in coils, not further worked than hot-rolled, with patterns in relief:",,
7208.40.10,,,Of a width exceeding 1.95 m and of a thickness exceeding 4.75 mm,Free,Free
,01F,kg,Of a thickness of 4.75 mm or more but not exceeding 10 mm,,
,09A,kg,Of a thickness exceeding 10 mm,,
,,,"Flat-rolled products of iron or non-alloy steel, etc.continued",,
,,,"Not in coils, not further worked than hot-rolled, etc.continued",,
7208.40.90,,,Other,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
,01K,kg,Of a thickness exceeding 10 mm,,
,09E,kg,Of a thickness of 4.75 mm or more but not exceeding 10 mm,,
,11G,kg,Of a thickness of 3 mm or more but less than 4.75 mm,,
,19B,kg,Of a thickness of less than 3 mm,,
,,,"Other, not in coils, not further worked than hot-rolled:",,
7208.51,,,Of a thickness exceeding 10 mm:,,
7208.51.10,00F,kg,"Rolled on four faces or in a closed box pass, of a width not",,
,,,"exceeding 1,250 mm, without patterns in relief and having a",,
,,,minimum yield point of other than 355 MPa,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,Other:,,
7208.51.50,00H,kg,Of a width exceeding 1.95 m,Free,Free
7208.51.90,00K,kg,Other,5,Free
,,,,,*See Below
,,,,,RCEP 3.5
,,,,,1/2025 3
7208.52,,,Of a thickness of 4.75 mm or more but not exceeding 10 mm:,,
7208.52.10,00L,kg,"Rolled on four faces or in a closed box pass, of a width not",,
,,,"exceeding 1,250 mm, without patterns in relief and having a",,
,,,minimum yield point of other than 355 MPa,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,Other:,,
7208.52.50,00B,kg,Of a width exceeding 1.95 m,Free,Free
7208.52.90,00D,kg,Other,5,Free
,,,,,*See Below
,,,,,CPT Free
,,,,,RCEP 5
,,,,,1/2025 5
7208.53,,,Of a thickness of 3 mm or more but less than 4.75 mm:,,
7208.53.10,00E,kg,"Rolled on four faces or in a closed box pass, of a width not",,
,,,"exceeding 1,250 mm, without patterns in relief and having a",,
,,,minimum yield point of other than 355 MPa,5,Free
,,,,,*See Below
,,,,,CA Free
7208.53.90,00J,kg,Other,5,Free
,,,,,*See Below
,,,,,RCEP 3.5
,,,,,1/2025 3
7208.54.00,00D,kg,Of a thickness of less than 3 mm,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
7208.9,,,Other:,,
,,,3 mm or more in thickness:,,
7208.90.02,,,Of a width exceeding 1.95 m and of a thickness exceeding 4.75 mm,Free,Free
,01A,kg,Coiled,,
,09G,kg,Other,,
,,,"Flat-rolled products of iron or non-alloy steel, etc.continued",,
,,,Othercontinued,,
,,,3 mm or more in thicknesscontinued,,
7208.90.05,,,Other,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
,,, Coiled:,,
,01L,kg,Exceeding 4.75 mm in thickness,,
,09F,kg,Other,,
,,, Other:,,
,11H,kg,Exceeding 4.75 mm in thickness,,
,19C,kg,Other,,
7208.90.09,,,Less than 3 mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,01F,kg,Perforated or cellular but not further worked,,
,09A,kg,Other,,
72.09,,,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or",,
,,,"more, cold-rolled (cold-reduced), not clad, plated or coated:",,
,,,"In coils, not further worked than cold-rolled (cold-reduced):",,
7209.15.00,00B,kg,Of a thickness of 3 mm or more,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
7209.16.00,00G,kg,Of a thickness exceeding 1 mm but less than 3 mm,5,Free
,,,,,*See Below
,,,,,RCEP 5
,,,,,1/2025 5
7209.17.00,00A,kg,Of a thickness of 0.5 mm or more but not exceeding 1 mm,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
7209.18.00,00F,kg,Of a thickness of less than 0.5 mm,5,Free
,,,,,*See Below
,,,,,RCEP 5
,,,,,1/2025 5
,,,"Not in coils, not further worked than cold-rolled (cold-reduced):",,
7209.25.00,00F,kg,Of a thickness of 3 mm or more,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
7209.26.00,00L,kg,Of a thickness exceeding 1 mm but less than 3 mm,5,Free
,,,,,*See Below
,,,,,RCEP 3.5
,,,,,1/2025 3
7209.27.00,00E,kg,Of a thickness of 0.5 mm or more but not exceeding 1 mm,5,Free
,,,,,*See Below
7209.28.00,00K,kg,Of a thickness of less than 0.5 mm,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
7209.90.00,,,Other,Free,Free
,,,3 mm or more in thickness:,,
,01G,kg,Coiled,,
,09B,kg,Other,,
,,,Less than 3 mm in thickness:,,
,11D,kg,Perforated or cellular but not further worked,,
,19K,kg,Other,,
72.1,,,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or",,
,,,"more, clad, plated or coated:",,
,,,Plated or coated with tin:,,
7210.11.00,,,Of a thickness of 0.5 mm or more,Free,Free
,01F,kg,Worked,,
,,,Other:,,
,11C,kg,Coiled,,
,19J,kg,Other,,
,,,"Flat-rolled products of iron or non-alloy steel, etc.continued",,
,,,Plated or coated with tincontinued,,
7210.12.00,,,Of a thickness of less than 0.5 mm,Free,Free
,01L,kg,Worked,,
,,,Other:,,
,,, Coiled:,,
,11H,kg,"Painted, lacquered or similarly coated",,
,19C,kg,Other,,
,,, Other:,,
,21E,kg,"Painted, lacquered or similarly coated",,
,29L,kg,Other,,
7210.20.00,,,"Plated or coated with lead, including terne-plate",Free,Free
,,,"  Coiled, not worked:",,
,01E,kg,3 mm or more in thickness,,
,09L,kg,Other,,
,,,  Other:,,
,11B,kg,Exceeding 4.75 mm in thickness,,
,21K,kg,Exceeding 3 mm but not exceeding 4.75 mm in thickness,,
,29E,kg,Other,,
7210.3,,,Electrolytically plated or coated with zinc:,,
,,,Exceeding 1.6 mm in thickness:,,
7210.30.10,00F,kg,Coiled,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
7210.30.20,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01K,kg,Exceeding 4.75 mm in thickness,,
,09E,kg,Other,,
,,,Other:,,
7210.30.30,00G,kg,Worked,5,Free
,,,,,*See Below
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Other:,,
7210.30.40,,,Coiled,5,Free
,,,,,*See Below
,,,,,RCEP 5
,,,,,1/2025 5
,01L,kg,"Not further clad, plated or coated",,
,09F,kg,"Painted, lacquered or similarly coated",,
,11H,kg,Plastic laminated,,
,19C,kg,Other,,
7210.30.90,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01H,kg,"Not further clad, plated or coated",,
,09C,kg,"Painted, lacquered or similarly coated",,
,11E,kg,Plastic laminated,,
,19L,kg,Other,,
,,,Otherwise plated or coated with zinc:,,
7210.41.00,00J,kg,Corrugated,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
7210.49,,,Other:,,
,,,Exceeding 1.9 mm in thickness:,,
,,,"Flat-rolled products of iron or non-alloy steel, etc.continued",,
,,,Otherwise plated or coated with zinccontinued,,
,,,Othercontinued,,
,,,Exceeding 1.9 mm in thicknesscontinued,,
7210.49.01,,,Worked,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
,01K,kg,"Exceeding 4.75 mm in thickness, not in coils",,
,09E,kg,Other,,
,,,Other:,,
7210.49.11,,,Coiled,5,Free
,,,,,*See Below
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Containing in the plating or coating, not less than 50 % and not",,
,,,"more than 80 % zinc by weight, alloyed with aluminium:",,
,,,"Painted, laquered or similarly coated:",,
,10D,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,15E,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,19H,kg,Of a thickness of 4.75 mm or more,,
,,, Plastic laminated:,,
,21K,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,25B,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,29E,kg,Of a thickness of 4.75 mm or more,,
,,, Other:,,
,31G,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,35K,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,39B,kg,Of a thickness of 4.75 mm or more,,
,,,"Containing in the plating or coating, more than 80 % zinc by",,
,,,"weight, alloyed with aluminium:",,
,,,"Painted, laquered or similarly coated:",,
,41D,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,45G,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,49K,kg,Of a thickness of 4.75 mm or more,,
,,, Plastic laminated:,,
,51A,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,55D,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,59G,kg,Of a thickness of 4.75 mm or more,,
,,, Other:,,
,61J,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,65A,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,69D,kg,Of a thickness of 4.75 mm or more,,
,,,Other:,,
,,,"Painted, laquered or similarly coated:",,
,71F,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,75J,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,79A,kg,Of a thickness of 4.75 mm or more,,
,,, Other:,,
,81C,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,85F,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,89J,kg,Of a thickness of 4.75 mm or more,,
,,,"Flat-rolled products of iron or non-alloy steel, etc.continued",,
,,,Otherwise plated or coated with zinccontinued,,
,,,Othercontinued,,
,,,Exceeding 1.9 mm in thicknesscontinued,,
,,,Othercontinued,,
7210.49.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,"Containing in the plating or coating, not less than 50 % and not",,
,,,"more than 80 % zinc by weight, alloyed with aluminium:",,
,,,"Painted, laquered or similarly coated:",,
,10E,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,15F,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,19J,kg,Of a thickness of 4.75 mm or more,,
,,, Plastic laminated:,,
,21L,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,25C,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,29F,kg,Of a thickness of 4.75 mm or more,,
,,, Other:,,
,31H,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,35L,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,39C,kg,Of a thickness of 4.75 mm or more,,
,,,"Containing in the plating or coating, more than 80 % zinc by",,
,,,"weight, alloyed with aluminium:",,
,,,"Painted, laquered or similarly coated:",,
,41E,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,45H,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,49L,kg,Of a thickness of 4.75 mm or more,,
,,, Plastic laminated:,,
,51B,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,55E,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,59H,kg,Of a thickness of 4.75 mm or more,,
,,, Other:,,
,61K,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,65B,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,69E,kg,Of a thickness of 4.75 mm or more,,
,,,Other:,,
,,,"Painted, laquered or similarly coated:",,
,71G,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,75K,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,79B,kg,Of a thickness of 4.75 mm or more,,
,,, Other:,,
,81D,kg,Of a thickness exceeding 1.9 mm or more but less than 3.0 mm,,
,85G,kg,Of a thickness of 3.0 mm or more but less than 4.75 mm,,
,89K,kg,Of a thickness of 4.75 mm or more,,
,,,Other:,,
7210.49.21,,,Worked,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
,01L,kg,Rollformed but not further worked,,
,09F,kg,Other,,
,,,"Flat-rolled products of iron or non-alloy steel, etc.continued",,
,,,Otherwise plated or coated with zinccontinued,,
,,,Othercontinued,,
,,,Othercontinued,,
,,,Other:,,
7210.49.31,,,Coiled,5,Free
,,,,,* See below
,,,,,RCEP 5
,,,,,1/2025 5
,,,"Not further clad, plated or coated:",,
,,,"Containing in the plating or coating, not less than 50 % and",,
,,,"not more than 80 % zinc by weight, alloyed with aluminium:",,
,10E,kg,Of a thickness of less than 0.4 mm,,
,13K,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,15F,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,17B,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,23G,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,25C,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,,"Containing in the plating or coating, more than 80 % zinc by",,
,,,"weight, alloyed with aluminium:",,
,27K,kg,Of a thickness of less than 0.4 mm,,
,31H,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,33D,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,35L,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,37G,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,41E,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,, Other:,,
,43A,kg,Of a thickness of less than 0.4 mm,,
,45H,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,47D,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,49L,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,51B,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,53J,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,,"Painted, lacquered or similarly coated:",,
,55E,kg,Of a thickness of less than 0.4 mm,,
,57A,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,59H,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,61K,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,63F,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,65B,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,,Plastic laminated:,,
,67J,kg,Of a thickness of less than 0.4 mm,,
,69E,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,71G,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,73C,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,75K,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,79B,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,,Other:,,
,81D,kg,Of a thickness of less than 0.4 mm,,
,83L,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,85G,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,87C,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,89K,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,99G,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,,"Flat-rolled products of iron or non-alloy steel, etc.continued",,
,,,Otherwise plated or coated with zinccontinued,,
,,,Othercontinued,,
,,,Othercontinued,,
,,,Othercontinued,,
7210.49.39,,,Other,5,Free
,,,,,* See below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,"Not further clad, plated or coated:",,
,,,"Containing in the plating or coating, not less than 50 % and",,
,,,"not more than 80 % zinc by weight, alloyed with aluminium:",,
,10F,kg,Of a thickness of less than 0.4 mm,,
,13L,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,15G,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,17C,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,23H,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,25D,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,,"Containing in the plating or coating, more than 80 % zinc by",,
,,,"weight, alloyed with aluminium:",,
,27L,kg,Of a thickness of less than 0.4 mm,,
,31J,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,33E,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,35A,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,37H,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,41F,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,, Other:,,
,43B,kg,Of a thickness of less than 0.4 mm,,
,45J,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,47E,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,49A,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,51C,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,53K,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,,"Painted, lacquered or similarly coated:",,
,55F,kg,Of a thickness of less than 0.4 mm,,
,57B,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,59J,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,61L,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,63G,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,65C,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,,Plastic laminated:,,
,67K,kg,Of a thickness of less than 0.4 mm,,
,69F,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,71H,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,73D,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,75L,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,79C,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
,,,Other:,,
,81E,kg,Of a thickness of less than 0.4 mm,,
,83A,kg,Of a thickness of 0.4 mm or more but less than 0.5 mm,,
,85H,kg,Of a thickness of 0.5 mm or more but less than 0.7 mm,,
,87D,kg,Of a thickness of 0.7 mm or more but less than 1.0 mm,,
,89L,kg,Of a thickness of 1.0 mm or more but less than 1.6 mm,,
,99H,kg,Of a thickness of 1.6 mm or more but not exceeding 1.9 mm,,
7210.50.00,,,Plated or coated with chromium oxides or with chromium and chromium,,
,,,oxides,Free,Free
,,,"  Coiled, not worked:",,
,01F,kg,3 mm or more in thickness,,
,09A,kg,Other,,
,,,  Other:,,
,11C,kg,Exceeding 4.75 mm in thickness,,
,21L,kg,Exceeding 3 mm but not exceeding 4.75 mm in thickness,,
,29F,kg,Other,,
,,,"Flat-rolled products of iron or non-alloy steel, etc.continued",,
,,,Plated or coated with aluminium:,,
7210.61,,,Plated or coated with aluminium-zinc alloys:,,
7210.61.10,,,"Containing, in the plating or coating, not less than 95 % aluminium",,
,,,by weight,Free,Free
,,, Worked:,,
,01K,kg,Exceeding 4.75 mm in thickness,,
,09E,kg,Other,,
,,, Other:,,
,,,  Coiled:,,
,11G,kg,3 mm or more in thickness,,
,19B,kg,Other,,
,,,  Other:,,
,21D,kg,Exceeding 4.75 mm in thickness,,
,31A,kg,Exceeding 3 mm but not exceeding 4.75 mm in thickness,,
,39G,kg,Other,,
,,,Other:,,
7210.61.20,,,Worked,Free,Free
,01E,kg,"Exceeding 4.75 mm in thickness, not in coils",,
,09L,kg,Other,,
,,,Other:,,
7210.61.30,,,Coiled,5,Free
,,,,,*See Below
,,,,,RCEP 5
,,,,,1/2025 5
,01L,kg,1.9 mm or more in thickness,,
,09F,kg,Other,,
7210.61.90,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01C,kg,Exceeding 4.75 mm in thickness,,
,05F,kg,Exceeding 1.9 mm but not exceeding 4.75 mm in thickness,,
,19F,kg,Other,,
7210.69,,,Other:,,
7210.69.10,,,"Containing, in the plating or coating, not less than 95 % aluminium",,
,,,by weight,Free,Free
,,, Worked:,,
,01F,kg,Exceeding 4.75 mm in thickness,,
,09A,kg,Other,,
,,, Other:,,
,,,  Coiled:,,
,11C,kg,3 mm or more in thickness,,
,19J,kg,Other,,
,,,  Other:,,
,21L,kg,Exceeding 4.75 mm in thickness,,
,31H,kg,Exceeding 3 mm but not exceeding 4.75 mm in thickness,,
,39C,kg,Other,,
,,,Other:,,
7210.69.20,,,Worked,Free,Free
,01A,kg,"Exceeding 4.75 mm in thickness, not in coils",,
,09G,kg,Other,,
,,,Other:,,
7210.69.30,,,Coiled,5,Free
,,,,,* See below
,,,,,RCEP 4
,,,,,1/2025 3.7
,01G,kg,1.9 mm or more in thickness,,
,09B,kg,Other,,
7210.69.90,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01K,kg,Exceeding 4.75 mm in thickness,,
,05B,kg,Exceeding 1.9 mm but not exceeding 4.75 mm in thickness,,
,19B,kg,Other,,
,,,"Flat-rolled products of iron or non-alloy steel, etc.continued",,
7210.7,,,"Painted, varnished or coated with plastics:",,
7210.70.01,,,Worked,Free,Free
,01K,kg,"Exceeding 4.75 mm in thickness, not in coils",,
,09E,kg,Other,,
,,,Other:,,
7210.70.11,,,Coiled,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
,01E,kg,Exceeding 1.6 mm in thickness,,
,09L,kg,Other,,
7210.70.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01F,kg,Exceeding 4.75 mm in thickness,,
,09A,kg,Exceeding 1.6 mm but not excceding 4.75 mm in thickness,,
,19J,kg,Other,,
7210.9,,,Other:,,
7210.90.01,,,Worked,Free,Free
