Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
51.09,,,"Yarn of wool or of fine animal hair, put up for retail sale:",,
5109.10.00,,,Containing 85% or more by weight of wool or of fine animal hair,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,Dyed:,,
,01L,kg,Hand knitting yarn,,
,09F,kg,Other,,
,,,Other:,,
,11H,kg,Hand knitting yarn,,
,19C,kg,Other,,
,,,"Yarn of wool or of fine animal hair, put up for retail sale‚continued",,
5109.90.00,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,Dyed:,,
,01K,kg,Hand knitting yarn,,
,09E,kg,Other,,
,,,Other:,,
,11G,kg,Hand knitting yarn,,
,19B,kg,Other,,
51.1,,,,,
5110,,,Yarn of coarse animal hair or of horsehair (including gimped,,
,,,"horsehair yarn), whether or not put up for retail sale:",,
5110.00.01,00J,kg,Horsehair or coarse animal hair put up for retail sale,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
5110.00.09,00K,kg,Other,Free,Free
51.11,,,Woven fabrics of carded wool or of carded fine animal hair:,,
,,,Containing 85% or more by weight of wool or of fine animal hair:,,
5111.11,,,Of a weight not exceeding 300 g/m2:,,
5111.11.02,,,Of a weight not exceeding 150 g/m2,Free,Free
,01K,m2,Felted,,
,09E,m2,Other,,
5111.11.08,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01H,m2,Felted,,
,09C,m2,Other,,
5111.19.00,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01C,m2,Felted,,
,09J,m2, Other,,
5111.2,,,"Other, mixed mainly or solely with man-made filaments:",,
5111.20.02,,,Containing less than 33% by weight of wool or of fine animal hair,,
,,,or of a weight not exceeding 150 g/m2,Free,Free
,01J,m2,Felted,,
,09D,m2, Other,,
5111.20.08,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01G,m2,Felted,,
,09B,m2, Other,,
5111.3,,,"Other, mixed mainly or solely with man-made staple fibres:",,
5111.30.02,,,Containing less than 33% by weight of wool or of fine animal hair or,,
,,,of a weight not exceeding 150 g/m2,Free,Free
,01B,m2,Felted,,
,09H,m2, Other,,
5111.30.08,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01L,m2,Felted,,
,09F,m2, Other,,
,,,"Woven fabrics of carded wool or of carded fine animal, etc. continued",,
5111.9,,,Other:,,
5111.90.02,,,Containing less than 33% by weight of wool or of fine animal hair or,,
,,,of a weight not exceeding 150 g/m2,Free,Free
,01D,m2,Felted,,
,09K,m2, Other,,
5111.90.08,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01B,m2,Felted,,
,09H,m2, Other,,
51.12,,,Woven fabrics of combed wool or of combed fine animal hair:,,
,,,Containing 85% or more by weight of wool or of fine animal hair:,,
5112.11,,,Of a weight not exceeding 200 g/m2:,,
5112.11.02,,,Of a weight not exceeding 150 g/m2,Free,Free
,01H,m2,Felted,,
,09C,m2,Other,,
5112.11.08,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01F,m2,Felted,,
,09A,m2,Other,,
5112.19.00,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01A,m2,Felted,,
,09G,m2, Other,,
5112.2,,,"Other, mixed mainly or solely with man-made filaments:",,
5112.20.02,,,Containing less than 33% by weight of wool or of fine animal hair or,,
,,,of a weight not exceeding 150 g/m2,Free,Free
,01G,m2,Felted,,
,09B,m2, Other,,
5112.20.08,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01E,m2,Felted,,
,09L,m2, Other,,
5112.3,,,"Other, mixed mainly or solely with man-made staple fibres:",,
5112.30.02,,,Containing less than 33% by weight of wool or of fine animal hair or,,
,,,of a weight not exceeding 150 g/m2,Free,Free
,01L,m2,Felted,,
,09F,m2, Other,,
5112.30.08,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01J,m2,Felted,,
,09D,m2, Other,,
,,,"Woven fabrics of combed wool or of combed fine animal, etc.‚continued",,
5112.9,,,Other:,,
5112.90.02,,,Containing less than 33% by weight of wool or of fine animal hair,,
,,,or of a weight not exceeding 150 g/m2,Free,Free
,01B,m2,Felted,,
,09H,m2, Other,,
5112.90.08,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01L,m2,Felted,,
,09F,m2, Other,,
51.13,,,,,
5113.00.00,,,Woven fabrics of coarse animal hair or of horsehair,Free,Free
,01E,m2,Combed,,
,09L,m2, Other,,
52.01,,,,,
5201.00.00,00K,kg,"Cotton, not carded or combed",Free,Free
52.02,,,Cotton waste (including yarn waste and garnetted stock):,,
5202.10.00,00A,kg,Yarn waste (including thread waste),Free,Free
,,,Other:,,
5202.91.00,00E,kg,Garnetted stock,Free,Free
5202.99.00,00A,kg,Other,Free,Free
52.03,,,,,
5203.00.00,00F,kg,"Cotton, carded or combed",Free,Free
52.04,,,"Cotton sewing thread, whether or not put up for retail sale:",,
,,,Not put up for retail sale:,,
5204.11.00,,,Containing 85% or more by weight of cotton,Free,Free
,,, Measuring per single yarn:,,
,01L,kg,Not more than 714.29 decitex (14 metric number),,
,09F,kg,More than 714.29 decitex (14 metric number) but not more than,,
,,,250 decitex (40 metric number),,
,11H,kg,More than 250 decitex (40 metric number) but less than 125 decitex,,
,,,(80 metric number),,
,19C,kg,125 decitex (80 metric number) or more,,
5204.19.00,,,Other,Free,Free
,,, Measuring per single yarn:,,
,01G,kg,Not more than 714.29 decitex (14 metric number),,
,09B,kg,More than 714.29 decitex (14 metric number) but not more than,,
,,,250 decitex (40 metric number),,
,11D,kg,More than 250 decitex (40 metric number) but less than 125 decitex,,
,,,(80 metric number),,
,19K,kg,125 decitex (80 metric number) or more,,
5204.20.00,00A,kg,Put up for retail sale,Free,Free
52.05,,,"Cotton yarn (other than sewing thread), containing 85% or more by",,
,,,"weight of cotton, not put up for retail sale:",,
,,,"Single yarn, of uncombed fibres:",,
5205.11.00,00L,kg,Measuring 714.29 decitex or more (not exceeding 14 metric number),Free,Free
5205.12.00,00E,kg,Measuring less than 714.29 decitex but not less than 232.56 decitex,,
,,,(exceeding 14 metric number but not exceeding 43 metric number),Free,Free
5205.13.00,00K,kg,Measuring less than 232.56 decitex but not less than 192.31 decitex,,
,,,(exceeding 43 metric number but not exceeding 52 metric number),Free,Free
5205.14.00,00D,kg,Measuring less than 192.31 decitex but not less than 125 decitex,,
,,,(exceeding 52 metric number but not exceeding 80 metric number),Free,Free
5205.15.00,00J,kg,Measuring less than 125 decitex (exceeding 80 metric number),Free,Free
,,,"Single yarn, of combed fibres:",,
5205.21.00,00D,kg,Measuring 714.29 decitex or more (not exceeding 14 metric number),Free,Free
5205.22.00,00J,kg,Measuring less than 714.29 decitex but not less than 232.56 decitex,,
,,,(exceeding 14 metric number but not exceeding 43 metric number),Free,Free
5205.23.00,00C,kg,Measuring less than 232.56 decitex but not less than 192.31 decitex,,
,,,(exceeding 43 metric number but not exceeding 52 metric number),Free,Free
5205.24.00,00H,kg,Measuring less than 192.31 decitex but not less than 125 decitex,,
,,,(exceeding 52 metric number but not exceeding 80 metric number),Free,Free
5205.26.00,00G,kg,Measuring less than 125 decitex but not less than 106.38 decitex,,
,,,(exceeding 80 metric number but not exceeding 94 metric number),Free,Free
5205.27.00,00A,kg,Measuring less than 106.38 decitex but not less than 83.33 decitex,,
,,,(exceeding 94 metric number but not exceeding 120 metric number),Free,Free
5205.28.00,00F,kg,Measuring less than 83.33 decitex (exceeding 120 metric number),Free,Free
,,,"Multiple (folded) or cabled yarn, of uncombed fibres:",,
5205.31.00,00H,kg,Measuring per single yarn 714.29 decitex or more (not exceeding 14,,
,,,metric number per single yarn),Free,Free
5205.32.00,00B,kg,Measuring per single yarn less than 714.29 decitex but not less than,,
,,,232.56 decitex (exceeding 14 metric number but not exceeding 43,,
,,,metric number per single yarn),Free,Free
5205.33.00,00G,kg,Measuring per single yarn less than 232.56 decitex but not less than,,
,,,192.31 decitex (exceeding 43 metric number but not exceeding 52,,
,,,metric number per single yarn),Free,Free
,,,"Cotton yarn (other than sewing thread), etc.‚continued",,
,,,"Multiple (folded) or cabled yarn, of uncombed, etc.‚continued",,
5205.34.00,00A,kg,Measuring per single yarn less than 192.31 decitex but not less than,,
,,,125 decitex (exceeding 52 metric number but not exceeding 80 metric,,
,,,number per single yarn),Free,Free
5205.35.00,00F,kg,Measuring per single yarn less than 125 decitex (exceeding 80 metric,,
,,,number per single yarn),Free,Free
,,,"Multiple (folded) or cabled yarn, of combed fibres:",,
5205.41.00,00A,kg,Measuring per single yarn 714.29 decitex or more (not exceeding 14,,
,,,metric number per single yarn),Free,Free
5205.42.00,00F,kg,Measuring per single yarn less than 714.29 decitex but not less than,,
,,,232.56 decitex (exceeding 14 metric number but not exceeding 43,,
,,,metric number per single yarn),Free,Free
5205.43.00,00L,kg,Measuring per single yarn less than 232.56 decitex but not less than,,
,,,192.31 decitex (exceeding 43 metric number but not exceeding 52,,
,,,metric number per single yarn),Free,Free
5205.44.00,00E,kg,Measuring per single yarn less than 192.31 decitex but not less than,,
,,,125 decitex (exceeding 52 metric number but not exceeding 80 metric,,
,,,number per single yarn),Free,Free
5205.46.00,00D,kg,Measuring per single yarn less than 125 decitex but not less than,,
,,,106.38 decitex (exceeding 80 metric number but not exceeding 94,,
,,,metric number per single yarn),Free,Free
5205.47.00,00J,kg,Measuring per single yarn less than 106.38 decitex but not less than,,
,,,83.33 decitex (exceeding 94 metric number but not exceeding 120,,
,,,metric number per single yarn),Free,Free
5205.48.00,00C,kg,Measuring per single yarn less than 83.33 decitex (exceeding 120,,
,,,metric number per single yarn),Free,Free
52.06,,,"Cotton yarn (other than sewing thread), containing less than 85% by",,
,,,"weight of cotton, not put up for retail sale:",,
,,,"Single yarn, of uncombed fibres:",,
5206.11.00,00J,kg,Measuring 714.29 decitex or more (not exceeding 14 metric number),Free,Free
5206.12.00,00C,kg,Measuring less than 714.29 decitex but not less than 232.56 decitex,,
,,,(exceeding 14 metric number but not exceeding 43 metric number),Free,Free
5206.13.00,00H,kg,Measuring less than 232.56 decitex but not less than 192.31 decitex,,
,,,(exceeding 43 metric number but not exceeding 52 metric number),Free,Free
5206.14.00,00B,kg,Measuring less than 192.31 decitex but not less than 125 decitex,,
,,,(exceeding 52 metric number but not exceeding 80 metric number),Free,Free
5206.15.00,00G,kg,Measuring less than 125 decitex (exceeding 80 metric number),Free,Free
,,,"Single yarn, of combed fibres:",,
5206.21.00,00B,kg,Measuring 714.29 decitex or more (not exceeding 14 metric number),Free,Free
5206.22.00,00G,kg,Measuring less than 714.29 decitex but not less than 232.56 decitex,,
,,,(exceeding 14 metric number but not exceeding 43 metric number),Free,Free
5206.23.00,00A,kg,Measuring less than 232.56 decitex but not less than 192.31 decitex,,
,,,(exceeding 43 metric number but not exceeding 52 metric number),Free,Free
5206.24.00,00F,kg,Measuring less than 192.31 decitex but not less than 125 decitex,,
,,,(exceeding 52 metric number but not exceeding 80 metric number),Free,Free
5206.25.00,00L,kg,Measuring less than 125 decitex (exceeding 80 metric number),Free,Free
,,,"Multiple (folded) or cabled yarn, of uncombed fibres:",,
5206.31.00,00F,kg,Measuring per single yarn 714.29 decitex or more (not exceeding 14,,
,,,metric number per single yarn),Free,Free
5206.32.00,00L,kg,Measuring per single yarn less than 714.29 decitex but not less than,,
,,,232.56 decitex (exceeding 14 metric number but not exceeding 43,,
,,,metric number per single yarn),Free,Free
5206.33.00,00E,kg,Measuring per single yarn less than 232.56 decitex but not less than,,
,,,192.31 decitex (exceeding 43 metric number but not exceeding 52,,
,,,metric number per single yarn),Free,Free
5206.34.00,00K,kg,Measuring per single yarn less than 192.31 decitex but not less than,,
,,,125 decitex (exceeding 52 metric number but not exceeding 80 metric,,
,,,number per single yarn),Free,Free
5206.35.00,00D,kg,Measuring per single yarn less than 125 decitex (exceeding 80 metric,,
,,,number per single yarn),Free,Free
,,,"Cotton yarn (other than sewing thread), etc.‚continued",,
,,,"Multiple (folded) or cabled yarn, of combed fibres:",,
5206.41.00,00K,kg,Measuring per single yarn 714.29 decitex or more (not exceeding 14,,
,,,metric number per single yarn),Free,Free
5206.42.00,00D,kg,Measuring per single yarn less than 714.29 decitex but not less than,,
,,,232.56 decitex (exceeding 14 metric number but not exceeding 43,,
,,,metric number per single yarn),Free,Free
5206.43.00,00J,kg,Measuring per single yarn less than 232.56 decitex but not less than,,
,,,192.31 decitex (exceeding 43 metric number but not exceeding 52,,
,,,metric number per single yarn),Free,Free
5206.44.00,00C,kg,Measuring per single yarn less than 192.31 decitex but not less than,,
,,,125 decitex (exceeding 52 metric number but not exceeding 80 metric,,
,,,number per single yarn),Free,Free
5206.45.00,00H,kg,Measuring per single yarn less than 125 decitex (exceeding 80 metric,,
,,,number per single yarn),Free,Free
52.07,,,Cotton yarn (other than sewing thread) put up for retail sale:,,
5207.10.00,00B,kg,Containing 85% or more by weight of cotton,Free,Free
5207.90.00,00A,kg,Other,Free,Free
52.08,,,"Woven fabrics of cotton, containing 85% or more by weight of cotton,",,
,,,weighing not more than 200 g/m2:,,
,,,Unbleached:,,
5208.11.00,00E,m2,"Plain weave, weighing not more than 100 g/m2",Free,Free
5208.12.00,00K,m2,"Plain weave, weighing more than 100 g/m2",Free,Free
5208.13.00,00D,m2,"3-thread or 4-thread twill, including cross twill",Free,Free
5208.19.00,00A,m2,Other fabrics,Free,Free
,,,Bleached:,,
5208.21.00,,,"Plain weave, weighing not more than 100 g/m2",Free,Free
,01G,m2, Handkerchief fabric in the piece,,
,09B,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19K,m2, Other fabrics for apparel,,
,21A,m2, Furnishing fabrics and fabrics for household use,,
,29G,m2, Other,,
5208.22.00,,,"Plain weave, weighing more than 100 g/m2",Free,Free
,01A,m2, Handkerchief fabric in the piece,,
,09G,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19D,m2, Other fabrics for apparel,,
,21F,m2, Furnishing fabrics and fabrics for household use,,
,29A,m2, Other,,
5208.23.00,,,"3-thread or 4-thread twill, including cross twill",Free,Free
,01F,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09A,m2, Other fabrics for apparel,,
,11C,m2, Furnishing fabrics and fabrics for household use,,
,19J,m2, Other,,
5208.29.00,,,Other fabrics,Free,Free
,01C,m2, Handkerchief fabric in the piece,,
,09J,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19F,m2, Other fabrics for apparel,,
,21H,m2, Furnishing fabrics and fabrics for household use,,
,29C,m2, Other,,
,,,Dyed:,,
5208.31.00,,,"Plain weave, weighing not more than 100 g/m2",Free,Free
,01L,m2, Handkerchief fabric in the piece,,
,09F,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19C,m2, Other fabrics for apparel,,
,21E,m2, Furnishing fabrics and fabrics for household use,,
,29L,m2, Other,,
5208.32.00,,,"Plain weave, weighing more than 100 g/m2",Free,Free
,01E,m2, Handkerchief fabric in the piece,,
,09L,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19H,m2, Other fabrics for apparel,,
,21K,m2, Furnishing fabrics and fabrics for household use,,
,29E,m2, Other,,
,,,"Woven fabrics of cotton, containing 85% or, etc.‚continued",,
,,,Dyed‚continued,,
5208.33.00,,,"3-thread or 4-thread twill, including cross twill",Free,Free
,01K,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09E,m2, Other fabrics for apparel,,
,11G,m2, Furnishing fabrics and fabrics for household use,,
,19B,m2, Other,,
5208.39.00,,,Other fabrics,Free,Free
,01G,m2, Handkerchief fabric in the piece,,
,09B,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19K,m2, Other fabrics for apparel,,
,21A,m2, Furnishing fabrics and fabrics for household use,,
,29G,m2, Other,,
,,,Of yarns of different colours:,,
5208.41.00,,,"Plain weave, weighing not more than 100 g/m2",Free,Free
,01D,m2, Handkerchief fabric in the piece,,
,09K,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19G,m2, Other fabrics for apparel,,
,21J,m2, Furnishing fabrics and fabrics for household use,,
,29D,m2, Other,,
5208.42.00,,,"Plain weave, weighing more than 100 g/m2",Free,Free
,01J,m2, Handkerchief fabric in the piece,,
,09D,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19A,m2, Other fabrics for apparel,,
,21C,m2, Furnishing fabrics and fabrics for household use,,
,29J,m2, Other,,
5208.43.00,,,"3-thread or 4-thread twill, including cross twill",Free,Free
,01C,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09J,m2, Other fabrics for apparel,,
,11L,m2, Furnishing fabrics and fabrics for household use,,
,19F,m2, Other,,
5208.49.00,,,Other fabrics,Free,Free
,01L,m2, Handkerchief fabric in the piece,,
,09F,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19C,m2, Other fabrics for apparel,,
,21E,m2, Furnishing fabrics and fabrics for household use,,
,29L,m2, Other,,
,,,Printed:,,
5208.51.00,,,"Plain weave, weighing not more than 100 g/m2",Free,Free
,01H,m2, Handkerchief fabric in the piece,,
,09C,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19L,m2, Other fabrics for apparel,,
,21B,m2, Furnishing fabrics and fabrics for household use,,
,29H,m2, Other,,
5208.52.00,,,"Plain weave, weighing more than 100 g/m2",Free,Free
,01B,m2, Handkerchief fabric in the piece,,
,09H,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19E,m2, Other fabrics for apparel,,
,21G,m2, Furnishing fabrics and fabrics for household use,,
,29B,m2, Other,,
5208.59.00,,,Other fabrics,Free,Free
,,," 3-thread or 4-thread twill, including cross twill:",,
,10C,m2,"Flannelette, winceyette, diaper cloth for apparel",,
,17L,m2,Other fabrics for apparel,,
,23E,m2,Furnishing fabrics and fabrics for household use,,
,31F,m2,Other,,
,,, Other:,,
,33B,m2,Handkerchief fabric in the piece,,
,39A,m2,". Flannelette, winceyette, diaper cloth for apparel",,
,43K,m2,Other fabrics for apparel,,
,49J,m2,Furnishing fabrics and fabrics for household use,,
,53G,m2,Other,,
52.09,,,"Woven fabrics of cotton, containing 85% or more by weight of cotton,",,
,,,weighing more than 200 g/m2:,,
,,,Unbleached:,,
5209.11.00,00C,m2,Plain weave,Free,Free
5209.12.00,00H,m2,"3-thread or 4-thread twill, including cross twill",Free,Free
5209.19.00,00K,m2,Other fabrics,Free,Free
,,,"Woven fabrics of cotton, containing 85% or, etc.‚continued",,
,,,Bleached:,,
5209.21.00,,,Plain weave,Free,Free
,01E,m2, Canvas and duck,,
,09L,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19H,m2, Other fabrics for apparel,,
,21K,m2, Furnishing fabrics and fabrics for household use,,
,29E,m2, Other,,
5209.22.00,,,"3-thread or 4-thread twill, including cross twill",Free,Free
,01K,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09E,m2, Other fabrics for apparel,,
,11G,m2, Furnishing fabrics and fabrics for household use,,
,19B,m2, Other,,
5209.29.00,,,Other fabrics,Free,Free
,01A,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09G,m2, Other fabrics for apparel,,
,11J,m2, Furnishing fabrics and fabrics for household use,,
,19D,m2, Other,,
,,,Dyed:,,
5209.31.00,,,Plain weave,Free,Free
,01J,m2, Canvas and duck,,
,09D,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19A,m2, Other fabrics for apparel,,
,21C,m2, Furnishing fabrics and fabrics for household use,,
,29J,m2, Other,,
5209.32.00,,,"3-thread or 4-thread twill, including cross twill",Free,Free
,01C,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09J,m2, Other fabrics for apparel,,
,11L,m2, Furnishing fabrics and fabrics for household use,,
,19F,m2, Other,,
5209.39.00,,,Other fabrics,Free,Free
,01E,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09L,m2, Other fabrics for apparel,,
,11B,m2, Furnishing fabrics and fabrics for household use,,
,19H,m2, Other,,
,,,Of yarns of different colours:,,
5209.41.00,,,Plain weave,Free,Free
,01B,m2, Canvas and duck,,
,09H,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19E,m2, Other fabrics for apparel,,
,21G,m2, Furnishing fabrics and fabrics for household use,,
,29B,m2, Other,,
5209.42.00,00J,m2,Denim,Free,Free
5209.43.00,,,"Other fabrics of 3-thread or 4-thread twill, including cross twill",Free,Free
,01A,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09G,m2, Other fabrics for apparel,,
,11J,m2, Furnishing fabrics and fabrics for household use,,
,19D,m2, Other,,
5209.49.00,,,Other fabrics,Free,Free
,01J,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09D,m2, Other fabrics for apparel,,
,11F,m2, Furnishing fabrics and fabrics for household use,,
,19A,m2, Other,,
,,,Printed:,,
5209.51.00,,,Plain weave,Free,Free
,01F,m2, Canvas and duck,,
,09A,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19J,m2, Other fabrics for apparel,,
,21L,m2, Furnishing fabrics and fabrics for household use,,
,29F,m2, Other,,
5209.52.00,,,"3-thread or 4-thread twill, including cross twill",Free,Free
,01L,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09F,m2, Other fabrics for apparel,,
,11H,m2, Furnishing fabrics and fabrics for household use,,
,19C,m2, Other,,
,,,"Woven fabrics of cotton, containing 85% or, etc.‚continued",,
,,,Printed‚continued,,
5209.59.00,,,Other fabrics,Free,Free
,01B,m2, Canvas and duck,,
,09H,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19E,m2, Other fabrics for apparel,,
,21G,m2, Furnishing fabrics and fabrics for household use,,
,29B,m2, Other,,
