Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,,, Other:,,
,21G,.,Of captive-bolt humane killers,,
,29B,.,Other,,
93.06,,,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of",,
,,,war and parts thereof; cartridges and other ammunition and,,
,,,"projectiles and parts thereof, including shot and cartridge wads:",,
,,,Shotgun cartridges and parts thereof; air gun pellets:,,
9306.21,,,Cartridges:,,
,,,Shot:,,
9306.21.01,00G,No.,12 bore,5 Free,
,,,,*See Below,
,,,,CA 1,
,,,,RCEP 4,
,,,,1/2025 3.7,
9306.21.09,,,Other,Free Free,
,01F,No.,10 to 24 bore (except 12 bore),,
,09A,No.,Other,,
9306.21.11,00B,No.,Ball,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 4,
,,,,1/2025 3.7,
,,,Other:,,
9306.21.21,00H,No.,12 bore,5 Free,
,,,,*See Below,
,,,,CA 1,
,,,,RCEP 4,
,,,,1/2025 3.7,
9306.21.29,00J,No.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
9306.29,,,Other:,,
,,,Parts of shotgun cartridges:,,
9306.29.01,00C,kg,Bullets and lead shot,5 Free,
,,,,*See Below,
,,,,CA 1,
,,,,RCEP 4,
,,,,1/2025 3.7,
9306.29.09,00D,.,Metal cups,Free Free,
9306.29.19,,,Other,The rate applicable to,
,,,,the cartridges for which the,
,,,,parts have been designed,
,,, Cases:,,
,01H,No.,12 bore,,
,09C,No.,Other,,
,19L,No.,Cartridge wads,,
9306.29.29,00E,.,–Air gun pellets,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 4,
,,,,1/2025 3.7,
9306.3,,,Other cartridges and parts thereof:,,
,,,Cartridges:,,
,,,Ball:,,
9306.30.01,,,".22 calibre rimfire; .243, .303, .308 (7.62 NATO) calibre",5 Free,
,,,,*See Below,
,,,,CA 1,
,01D,No.,.22 calibre rimfire,,
,09K,No.,Other,,
9306.30.09,00G,No.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 4,
,,,,1/2025 3.7,
,,,Other:,,
9306.30.11,,,.22 calibre rimfire,5 Free,
,,,,*See Below,
,,,,CA 1,
,,,,RCEP 3.5,
,,,,1/2025 3,
,10J,No.,For riveting or similar tools or for captive-bolt humane killers,,
,19B,No., Other,,
,,,"Bombs, grenades, torpedoes, mines, missiles, etc.continued",,
,,,Other cartridges and parts thereofcontinued,,
,,,Cartridgescontinued,,
,,,Othercontinued,,
9306.30.19,,,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 4,
,,,,1/2025 3.7,
,10K,No.,For riveting or similar tools or for captive-bolt humane killers,,
,19C,No., Other,,
,,,Parts of other cartridges:,,
9306.30.21,00G,kg,Bullets,5 Free,
,,,,*See Below,
,,,,CA 1,
9306.30.29,,,Metal cups,Free Free,
,10E,.,For cartridges for riveting or similar tools or for captive-bolt,,
,,,humane killers,,
,19J,.,Other,,
9306.30.39,,,Other,The rate applicable to,
,,,,the cartridges for which the,
,,,,parts have been designed,
,,,Cases:,,
,,,".22 calibre, primed:",,
,10L,No.,For cartridges for riveting or similar tools or for captive-bolt,,
,,,humane killers,,
,13E,No.,Other,,
,,, Other:,,
,15A,No.,For cartridges for riveting or similar tools or for captive-bolt,,
,,,humane killers,,
,17H,No.,Other,,
,,,Cartridge wads:,,
,25J,No.,For cartridges for riveting or similar tools or for captive-bolt,,
,,,humane killers,,
,29A,No.,Other,,
9306.90.00,00A,.,Other,Free Free,
93.07,,,,,
9307.00.00,00G,.,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof",,
,,,and scabbards and sheaths therefor,Free Free,
