Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
28.18,,,"Artificial corundum, whether or not chemically defined; aluminium",,
,,,oxide; aluminium hydroxide:,,
2818.10.00,00K,kg,"Artificial corundum, whether or not chemically defined",Free,Free
2818.20.00,00C,tne,"Aluminium oxide, other than artificial corundum",Free,Free
2818.30.00,00G,tne,Aluminium hydroxide,Free,Free
28.19,,,Chromium oxides and hydroxides:,,
2819.10.00,00H,kg,Chromium trioxide,Free,Free
2819.90.00,00G,kg,Other,Free,Free
28.2,,,Manganese oxides:,,
2820.10.00,00A,kg,Manganese dioxide,Free,Free
2820.90.00,00L,kg,Other,Free,Free
28.21,,,Iron oxides and hydroxides; earth colours containing 70 % or more,,
,,,by weight of combined iron evaluated as Fe2O3:,,
2821.10.00,00K,kg,Iron oxides and hydroxides,Free,Free
2821.20.00,00C,kg,Earth colours,Free,Free
28.22,,,,,
2822.00.00,00D,kg,Cobalt oxides and hydroxides; commercial cobalt oxides,Free,Free
28.23,,,,,
2823.00.00,00B,kg,Titanium oxides,Free,Free
28.24,,,Lead oxides; red lead and orange lead:,,
2824.10.00,00D,kg,"Lead monoxide (litharge, massicot)",Free,Free
2824.90.00,,,Other,Free,Free
,10L,kg,Red lead and orange lead,,
,15A,kg,Other,,
28.25,,,Hydrazine and hydroxylamine and their inorganic salts; other,,
,,,"inorganic bases; other metal oxides, hydroxides and peroxides:",,
2825.10.00,00B,kg,Hydrazine and hydroxylamine and their inorganic salts,Free,Free
2825.20.00,00F,kg,Lithium oxide and hydroxide,Free,Free
2825.30.00,00K,kg,Vanadium oxides and hydroxides,Free,Free
2825.40.00,00C,kg,Nickel oxides and hydroxides,Free,Free
2825.50.00,00G,kg,Copper oxides and hydroxides,Free,Free
2825.60.00,00L,kg,Germanium oxides and zirconium dioxide,Free,Free
2825.70.00,00D,kg,Molybdenum oxides and hydroxides,Free,Free
2825.80.00,00H,kg,Antimony oxides,Free,Free
2825.90.00,10J,kg,Other,Free,Free
,,,"V.-SALTS AND PEROXYSALTS, OF INORGANIC ACIDS AND",,
,,,METALS,,
28.26,,,"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine",,
,,,salts:,,
,,,Fluorides:,,
2826.12.00,00K,kg,Of aluminium,Free,Free
2826.19.00,,,Other,Free,Free
,10J,kg,Of ammonium or of sodium,,
,15K,kg,Other,,
2826.30.00,00H,kg,Sodium hexafluoroaluminate (synthetic cryolite),Free,Free
2826.90.00,,,Other,Free,Free
,10G,kg,Fluorosilicates of sodium or of potassium,,
,15H,kg,Other,,
28.27,,,"Chlorides, chloride oxides and chloride hydroxides; bromides and",,
,,,bromide oxides; iodides and iodide oxides:,,
2827.10.00,00J,kg,Ammonium chloride,Free,Free
2827.20.00,00B,kg,Calcium chloride,Free,Free
,,,Other chlorides:,,
2827.31.00,00L,kg,Of magnesium,Free,Free
2827.32.00,00E,kg,Of aluminium,Free,Free
2827.35.00,00J,kg,Of nickel,Free,Free
2827.39.00,,,Other,Free,Free
,10D,kg,Of iron,,
,13J,kg,Of cobalt,,
,15E,kg,Of zinc,,
,21K,kg,Of tin,,
,23F,kg,Of barium,,
,27J,kg,Other,,
,,,Chloride oxides and chloride hydroxides:,,
2827.41.00,00D,kg,Of copper,Free,Free
2827.49.00,10H,kg,Other,Free,Free
,,,Bromides and bromide oxides:,,
2827.51.00,00H,kg,Bromides of sodium or of potassium,Free,Free
2827.59.00,00D,kg,Other,Free,Free
2827.60.00,10D,kg,Iodides and iodide oxides,Free,Free
28.28,,,Hypochlorites; commercial calcium hypochlorite; chlorites;,,
,,,hypobromites:,,
2828.10.00,00G,kg,Commercial calcium hypochlorite and other calcium hypochlorites,Free,Free
2828.9,,,Other:,,
2828.90.01,00B,l,Sodium hypochlorite,5,Free
,,,,,*See Below
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
2828.90.09,00C,kg,Other hypochlorites; chlorites and hypobromites,Free,Free
28.29,,,Chlorates and perchlorates; bromates and perbromates; iodates,,
,,,and periodates:,,
,,,Chlorates:,,
2829.11.00,00K,kg,Of sodium,Free,Free
2829.19.00,00F,kg,Other,Free,Free
2829.90.00,00D,kg,Other,Free,Free
28.3,,,"Sulphides; polysulphides, whether or not chemically defined:",,
2830.10.00,00J,kg,Sodium sulphides,Free,Free
2830.90.00,,,Other,Free,Free
,10E,kg,Zinc sulphide,,
,14H,kg,Cadmium sulphide,,
,29F,kg,Other,,
28.31,,,Dithionites and sulphoxylates:,,
2831.10.00,00G,kg,Of sodium,Free,Free
2831.90.00,00F,kg,Other,Free,Free
28.32,,,Sulphites; thiosulphates:,,
2832.10.00,00E,kg,Sodium sulphites,Free,Free
2832.20.00,00J,kg,Other sulphites,Free,Free
2832.30.00,00B,kg,Thiosulphates,Free,Free
28.33,,,Sulphates; alums; peroxosulphates (persulphates):,,
,,,Sodium sulphates:,,
2833.11.00,00H,kg,Disodium sulphate,Free,Free
2833.19.00,00D,kg,Other,Free,Free
,,,Other sulphates:,,
2833.21.00,00A,kg,Of magnesium,Free,Free
,,,Sulphates; alums; peroxosulphates (persulphates)continued,,
,,,Other sulphatescontinued,,
2833.22.00,00F,kg,Of aluminium,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
,,,,,RCEP 4
,,,,,1/2025 3.7
2833.24.00,00E,kg,Of nickel,Free,Free
2833.25.00,00K,kg,Of copper,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
2833.27.00,00J,kg,Of barium,Free,Free
2833.29.00,,,Other,Free,Free
,10E,kg,Of chromium,,
,15F,kg,Of zinc,,
,25C,kg,Ferrous sulphate,,
,29F,kg,Other,,
2833.30.00,00L,kg,Alums,Free,Free
2833.40.00,00D,kg,Peroxosulphates (persulphates),Free,Free
28.34,,,Nitrites; nitrates:,,
2834.10.00,00A,kg,Nitrites,Free,Free
,,,Nitrates:,,
2834.21.00,00K,kg,Of potassium,Free,Free
2834.29.00,,,Other,Free,Free
,10C,kg,Calcium Nitrate,,
,15D,kg,Of bismuth,,
,19G,kg,Other,,
28.35,,,"Phosphinates (hypophosphites), phosphonates (phosphites) and",,
,,,"phosphates; polyphosphates, whether or not chemically defined:",,
2835.10.00,00K,kg,Phosphinates (hypophosphites) and phosphonates (phosphites),Free,Free
,,,Phosphates:,,
2835.22.00,,,Of mono- or disodium,Free,Free
,01L,kg,Of mono-sodium,,
,,,Of disodium:,,
,11H,kg,Sodium phosphate dibasic; disodium dihydrogen pyrophosphate,,
,19C,kg,Other,,
2835.24.00,00A,kg,Of potassium,Free,Free
2835.25.00,00F,kg,Calcium hydrogenorthophosphate (“dicalcium phosphate”),Free,Free
2835.26.00,,,Other phosphates of calcium,Free,Free
,01J,kg,Calcium biphosphate,,
,09D,kg,Other,,
2835.29.00,,,Other,Free,Free
,10A,kg,Of trisodium,,
,15B,kg,Of triammonium,,
,19E,kg,Other,,
,,,Polyphosphates:,,
2835.31.00,00A,kg,Sodium triphosphate (sodium tripolyphosphate),Free,Free
2835.39.00,11C,kg,Other,Free,Free
28.36,,,Carbonates; peroxocarbonates (percarbonates); commercial,,
,,,ammonium carbonate containing ammonium carbamate:,,
2836.20.00,00A,kg,Disodium carbonate,Free,Free
2836.30.00,00E,kg,Sodium hydrogencarbonate (sodium bicarbonate),Free,Free
2836.40.00,00J,kg,Potassium carbonates,Free,Free
2836.50.00,00B,kg,Calcium carbonate,Free,Free
2836.60.00,00F,kg,Barium carbonate,Free,Free
,,,Other:,,
2836.91.00,00A,kg,Lithium carbonates,Free,Free
2836.92.00,00F,kg,Strontium carbonate,Free,Free
,,,"Carbonates; peroxocarbonates (percarbonates), etc.continued",,
,,,Othercontinued,,
2836.99.00,,,Other,Free,Free
,10E,kg,Commercial ammonium carbonate and other ammonium carbonates,,
,15F,kg,Lead carbonate,,
,25C,kg,Bismuth carbonate,,
,29F,kg,Other,,
28.37,,,"Cyanides, cyanide oxides and complex cyanides:",,
,,,Cyanides and cyanide oxides:,,
2837.11.00,00L,kg,Of sodium,Free,Free
2837.19.00,10D,kg,Other,Free,Free
2837.20.00,10G,kg,Complex cyanides,Free,Free
28.39,,,Silicates; commercial alkali metal silicates:,,
,,,Of sodium:,,
2839.11.00,00G,kg,Sodium metasilicates,Free,Free
2839.19.00,00C,kg,Other,Free,Free
2839.90.00,,,Other,Free,Free
,10J,kg,Of potassium,,
,19B,kg,Other,,
28.4,,,Borates; peroxoborates (perborates):,,
,,,Disodium tetraborate (refined borax):,,
2840.11.00,00L,kg,Anhydrous,Free,Free
2840.19.00,00G,kg,Other,Free,Free
2840.20.00,,,Other borates,Free,Free
,01H,kg,Of sodium,,
,09C,kg,Other,,
2840.30.00,00C,kg,Peroxoborates (perborates),Free,Free
28.41,,,Salts of oxometallic or peroxometallic acids:,,
2841.30.00,00A,kg,Sodium dichromate,Free,Free
2841.50.00,,,Other chromates and dichromates; peroxochromates,Free,Free
,11D,kg,Potassium dichromate,,
,15G,kg,Chromates of zinc or lead,,
,23H,kg,Other,,
,,,"Manganites, manganates and permanganates:",,
2841.61.00,00G,kg,Potassium permanganate,Free,Free
2841.69.00,00C,kg,Other,Free,Free
2841.70.00,00F,kg,Molybdates,Free,Free
2841.80.00,00K,kg,Tungstates (wolframates),Free,Free
2841.90.00,,,Other,Free,Free
,10L,kg,Aluminates,,
,19D,kg,Other,,
28.42,,,Other salts of inorganic acids or peroxoacids (including,,
,,,"aluminosilicates whether or not chemically defined), other than azides:",,
2842.10.00,11H,kg,"Double or complex silicates, including aluminosilicates whether or not",,
,,,chemically defined,Free,Free
2842.90.00,,,Other,Free,Free
,01K,kg,Arsenites and arsenates,,
,10J,kg,"Fulminates, cyanates and thiocyanates",,
,19B,kg,Other,,
,,,VI.-MISCELLANEOUS,,
28.43,,,Colloidal precious metals; inorganic or organic compounds of,,
,,,"precious metals, whether or not chemically defined; amalgams of",,
,,,precious metals:,,
2843.10.00,00L,.,Colloidal precious metals,Free,Free
,,,Silver compounds:,,
2843.21.00,00J,g,Silver nitrate,5,Free
,,,,,*See Below
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,"Colloidal precious metals; inorganic or organic, etc.continued",,
,,,Silver compoundscontinued,,
2843.29.00,,,Other,Free,Free
,01C,.,Silver cyanide,,
,09J,.,Other,,
2843.30.00,00H,.,Gold compounds,Free,Free
2843.90.00,10G,.,Other compounds; amalgams,Free,Free
28.44,,,Radioactive chemical elements and radioactive isotopes (including the,,
,,,fissile or fertile chemical elements and isotopes) and their compounds;,,
,,,mixtures and residues containing these products:,,
2844.10.00,00J,.,"Natural uranium and its compounds; alloys, dispersions (including",,
,,,"cermets), ceramic products and mixtures containing natural uranium or",,
,,,natural uranium compounds,Free,Free
2844.20.00,00B,.,Uranium enriched in U 235 and its compounds; plutonium and its,,
,,,"compounds; alloys, dispersions (including cermets), ceramic products",,
,,,"and mixtures containing uranium enriched in U 235, plutonium or",,
,,,compounds of these products,Free,Free
2844.30.00,00F,.,Uranium depleted in U 235 and its compounds; thorium and its,,
,,,"compounds; alloys, dispersions (including cermets), ceramic products",,
,,,"and mixtures containing uranium depleted in U 235, thorium or",,
,,,compounds of these products,Free,Free
,,,Radioactive elements and isotopes and compounds other than those of,,
,,,"subheading 2844.10, 2844.20 or 2844.30; alloys, dispersions (including",,
,,,"cermets), ceramic products and mixtures containing these elements,",,
,,,isotopes or compounds; radioactive residues:,,
2844.41.00,,,"Tritium and its compounds; alloys, dispersions (including cermets),",,
,,,ceramic products and mixtures containing tritium or its compounds,Free,Free
,10A,.,Sealed,,
,20J,.,Unsealed,,
2844.42.00,,,"Actinium-225, actinium-227, californium-253, curium-240, curium-241,",,
,,,"curium-242, curium-243, curium-244, einsteinium-253, einsteinium-254,",,
,,,"gadolinium-148, polonium-208, polonium-209, polonium-210,",,
,,,"radium-223, uranium-230 or uranium-232, and their compounds; alloys,",,
,,,"dispersions (including cermets), ceramic products and mixtures",,
,,,containing these elements or compounds,Free,Free
,10F,.,Sealed,,
,20C,.,Unsealed,,
2844.43.00,,,"Other radioactive elements and isotopes and compounds; other alloys,",,
,,,"dispersions (including cermets), ceramic products and mixtures",,
,,,"containing these elements, isotopes or compounds",Free,Free
,10L,.,Sealed,,
,20H,.,Unsealed,,
2844.44.00,,,Radioactive residues,Free,Free
,10E,.,Sealed,,
,20B,.,Unsealed,,
2844.50.00,00C,.,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,Free,Free
28.45,,,"Isotopes other than those of heading 28.44; compounds, inorganic or",,
,,,"organic, of such isotopes, whether or not chemically defined:",,
2845.10.00,00G,.,Heavy water (deuterium oxide),Free,Free
2845.20.00,00L,.,Boron enriched in boron-10 and its compounds,Free,Free
2845.30.00,00D,.,Lithium enriched in lithium-6 and its compounds,Free,Free
2845.40.00,00H,.,Helium-3,Free,Free
2845.90.00,10C,.,Other,Free,Free
28.46,,,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or",,
,,,of scandium or of mixtures of these metals:,,
2846.10.00,00E,.,Cerium compounds,Free,Free
2846.90.00,00D,.,Other,Free,Free
28.47,,,,,
2847.00.00,00K,kg,"Hydrogen peroxide, whether or not solidified with urea",Free,Free
28.49,,,"Carbides, whether or not chemically defined:",,
2849.10.00,00K,kg,Of calcium,Free,Free
2849.20.00,00C,kg,Of silicon,Free,Free
2849.90.00,11D,kg,Other,Free,Free
28.5,,,,,
2850.00.00,11E,kg,"Hydrides, nitrides, azides, silicides and borides, whether or not",,
,,,"chemically defined, other than compounds which are also carbides",,
,,,of heading 28.49,Free,Free
28.52,,,"Inorganic or organic compounds of mercury, whether or not",,
,,,"chemically defined, excluding amalgams:",,
2852.1,,,Chemically defined:,,
,,,"Chemical preparations for photographic uses, of mercury; unmixed",,
,,,"products for photographic uses, of mercury:",,
2852.10.10,00E,.,Flashlight materials,Free,Free
2852.10.20,00L,.,"Other, excluding sensitising emulsions",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Diagnostic or laboratory reagents, of mercury:",,
2852.10.30,,,On a backing of paper,5,Free
,,,,,*See Below
,,,,,CA Free
,10C,kg,In rolls or sheets,,
,19G,.,Other,,
2852.10.40,00A,.,On a backing of plastics,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
2852.10.50,00G,.,Other,Free,Free
2852.10.90,00J,.,Other,Free,Free
2852.90.00,,,Other,Free,Free
,10F,kg,Sulphides; polysulphides,,
,13L,kg,Polyphosphates,,
,15G,kg,"Double or complex silicates, including aluminosilicates",,
,23H,kg,Phosphides,,
,25D,kg,Carbides,,
,27L,kg,"Hydrides, nitrides, azides, silicides and borides, other than compounds",,
,,,which are also carbides of Statistical Key Code 25D,,
,29G,.,Nucleic acids and their salts; other heterocyclic compounds,,
,31J,.,Tannates,,
,33E,kg,Caseinates and other casein derivatives,,
,35A,kg,Albuminates and other albumin derivatives,,
,37H,kg,Peptones and their derivatives; other protein substances and their,,
,,,derivatives,,
,39D,.,  Other,,
28.53,,,"Phosphides, whether or not chemically defined, excluding",,
,,,ferrophosphorus; other inorganic compounds (including distilled or,,
,,,conductivity water and water of similar purity); liquid air (whether,,
,,,"or not rare gases have been removed); compressed air; amalgams,",,
,,,other than amalgams of precious metals:,,
2853.10.00,10E,kg,Cyanogen chloride (chlorcyan),Free,Free
2853.90.00,,,Other,Free,Free
,,,  Phosphides:,,
,10D,kg,"Of copper (phosphor copper), containing more than 15 % by",,
,,,weight of phosphorus,,
,15E,kg,Of other metals or of non-metals,,
,19H,.,  Other,,
,,,"I.- HYDROCARBONS AND THEIR HALOGENATED,",,
,,,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES",,
29.01,,,Acyclic hydrocarbons:,,
2901.10.00,00A,kg,Saturated,Free,Free
,,,Unsaturated:,,
2901.21.00,00K,kg,Ethylene,Free,Free
2901.22.00,00D,kg,Propene (propylene),Free,Free
2901.23.00,00J,kg,Butene (butylene) and isomers thereof,Free,Free
2901.24.00,00C,kg,"Buta-1,3-diene and isoprene",Free,Free
2901.29.00,00F,kg,Other,Free,Free
29.02,,,Cyclic hydrocarbons:,,
,,,"Cyclanes, cyclenes and cycloterpenes:",,
2902.11.00,00D,kg,Cyclohexane,Free,Free
2902.19.00,00L,kg,Other,Free,Free
2902.20.00,00C,kg,Benzene,Free,Free
2902.30.00,00G,kg,Toluene,Free,Free
,,,Xylenes:,,
2902.41.00,00E,kg,o-Xylene,Free,Free
2902.42.00,00K,kg,m-Xylene,Free,Free
2902.43.00,00D,kg,p-Xylene,Free,Free
2902.44.00,00J,kg,Mixed xylene isomers,Free,Free
2902.50.00,00D,kg,Styrene,Free,Free
2902.60.00,00H,kg,Ethylbenzene,Free,Free
2902.70.00,00A,kg,Cumene,Free,Free
2902.9,,,Other:,,
2902.90.01,00E,kg,Naphthalene,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
,,,,,RCEP 5
,,,,,1/2025 5
2902.90.09,10C,kg,Other,Free,Free
29.03,,,Halogenated derivatives of hydrocarbons:,,
,,,Saturated chlorinated derivatives of acyclic hydrocarbons:,,
2903.11.00,00B,.,Chloromethane (methyl chloride) and chloroethane (ethyl chloride),Free,Free
2903.12.00,00G,.,Dichloromethane (methylene chloride),Free,Free
2903.13.00,00A,.,Chloroform (trichloromethane),Free,Free
2903.14.00,10C,kg,Carbon tetrachloride,Free,Free
2903.15.00,00L,.,"Ethylene dichloride (ISO) (1,2-dichloroethane)",Free,Free
2903.19.00,,,Other,Free,Free
,01G,kg,"   1,1,1-Trichloroethane (methyl chloroform)",,
,06H,.,"   1,2-Dichloropropane (propylene dichloride) and dichlorobutanes",,
,09B,kg,   Other,,
,,,Unsaturated chlorinated derivatives of acyclic hydrocarbons:,,
2903.21.00,00F,.,Vinyl chloride (chloroethylene),Free,Free
2903.22.00,00L,.,Trichloroethylene,Free,Free
2903.23.00,00E,.,Tetrachloroethylene (perchloroethylene),Free,Free
2903.29.00,00B,.,Other,Free,Free
,,,Halogenated derivatives of hydrocarbonscontinued,,
,,,Saturated fluorinated derivatives of acyclic hydrocarbons:,,
2903.41.01,00K,kg,Trifluoromethane (HFC-23),Free,Free
2903.42.01,00D,kg,Difluoromethane (HFC-32),Free,Free
2903.43.01,,,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and",,
,,,"1,1-difluoroethane (HFC-152a)",Free,Free
,02E,kg,   Fluoromethane (HFC-41),,
,04A,kg,"1,2-difluoroethane (HFC-152)",,
,06H,kg,"1,1-difluoroethane (HFC-152a)",,
2903.44.01,,,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and",,
,,,"1,1,2-trifluoroethane (HFC-143)",Free,Free
,02K,kg,Pentafluoroethane (HFC-125),,
,04F,kg,"1,1,1-trifluoroethane (HFC-143a)",,
,06B,kg,"1,1,2-trifluoroethane (HFC-143)",,
2903.45.01,,,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane",,
,,,(HFC-134),Free,Free
,02D,kg,"1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,04L,kg,"1,1,2,2-tetrafluoroethane (HFC-134)",,
2903.46.01,,,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea),",,
,,,"1,1,1,2,2,3-hexafluoropropane (HFC-236cb),",,
,,,"1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and",,
,,,"1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",Free,Free
,02J,kg,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea)",,
,04E,kg,"1,1,1,2,2,3-hexafluoropropane (HFC-236cb)",,
,06A,kg,"1,1,1,2,3,3-hexafluoropropane (HFC-236ea)",,
,08H,kg,"1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",,
2903.47.01,,,"1,1,1,3,3-Pentafluoropropane (HFC-245fa) and",,
,,,"1,1,2,2,3-pentafluoropropane (HFC-245ca)",Free,Free
,02C,kg,"1,1,1,3,3-Pentafluoropropane (HFC-245fa)",,
,04K,kg,"1,1,2,2,3-pentafluoropropane (HFC-245ca)",,
2903.48.01,,,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and",,
,,,"1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-43-10mee)",Free,Free
,02H,kg,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc)",,
,04D,kg,"1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-43-10mee)",,
2903.49.01,,kg,Other,Free,Free
,10C,kg,"1,1,3,3,3-Pentafluoro-2-(trifluoromethyl)-prop-1-ene",,
,20L,kg,   Other,,
,,,Unsaturated fluorinated derivatives of acyclic hydrocarbons:,,
2903.51.01,,,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene",,
,,,"(HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",Free,Free
,02K,kg,"2,3,3,3-Tetrafluoropropene (HFO-1234yf)",,
,04F,kg,"1,3,3,3-tetrafluoropropene (HFO-1234ze)",,
,06B,kg,"(Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",,
S 2903.59.01,,,Other,Free,Free
,01H,.,"1,1,3,3,3-Pentafluoro-2-(trifluoromethyl)-prop-1-ene",,
,09C,.,   Other,,
,,,Brominated or iodinated derivatives of acyclic hydrocarbons:,,
2903.61.01,00G,kg,Methyl bromide (bromomethane),Free,Free
2903.62.01,00A,kg,"Ethylene dibromide (ISO) (1,2-dibromoethane)",Free,Free
2903.69.01,00C,kg,Other,Free,Free
,,, Halogenated derivatives of acyclic hydrocarbons containing two or more,,
,,,different halogens:,,
2903.71.00,20J,kg,Chlorodifluoromethane (HCFC-22),Free,Free
2903.72.00,20C,kg,Dichlorotrifluoroethanes (HCFC-123),Free,Free
2903.73.00,,,"Dichlorofluoroethanes (HCFC-141, 141b)",Free,Free
,20H,kg,   HCFC-141,,
,30E,kg,   HCFC-141b,,
2903.74.00,,,"Chlorodifluoroethanes (HCFC-142, 142b)",Free,Free
,20B,kg,   HCFC-142,,
,30K,kg,   HCFC-142b,,
