Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
8701.92.00,,,Exceeding 18 kW but not exceeding 37 kW,Free,Free
,,,Wheeled:,,
,10G,No.,. Garden,,
,13A,No.,. Log skidders and log skidder bases,,
,15H,No.,. Other,,
,19L,No.,Other,,
8701.93.00,,,Exceeding 37 kW but not exceeding 75 kW,Free,Free
,,,Wheeled:,,
,10A,No.,. Garden,,
,13F,No.,. Log skidders and log skidder bases,,
,15B,No.,. Other,,
,19E,No.,Other,,
8701.94.00,,,Exceeding 75 kW but not exceeding 130 kW,Free,Free
,,,Wheeled:,,
,10F,No.,. Garden,,
,13L,No.,. Log skidders and log skidder bases,,
,15G,No.,. Other,,
,19K,No.,Other,,
8701.95.00,,,Exceeding 130 kW,Free,Free
,,,Wheeled:,,
,10L,No.,. Garden,,
,13E,No.,. Log skidders and log skidder bases,,
,15A,No.,. Other,,
,19D,No.,Other,,
87.02,,,"Motor vehicles for the transport of ten or more persons, including the",,
,,,driver:,,
8702.10.00,,, With only compression-ignition internal combustion piston engine,,
,,,(diesel or semi-diesel),5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10G,No.,. . New,,
,19L,No.,. . Used,,
8702.20.00,,, With both compression-ignition internal combustion piston engine,,
,,,(diesel or semi-diesel) and electric motor as motors for propulsion,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10L,No.,. . New,,
,19D,No.,. . Used,,
8702.30.00,,, With both spark-ignition internal combustion piston engine and,,
,,,electric motor as motors for propulsion,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10D,No.,. . New,,
,19H,No.,. . Used,,
8702.40.00,,, With only electric motor for propulsion,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10H,No.,. . New,,
,19A,No.,. . Used,,
8702.90.00,,, Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10F,No.,. . New,,
,19K,No.,. . Used,,
87.03,,,Motor cars and other motor vehicles principally designed for the,,
,,,"transport of persons (other than those of heading 87.02), including",,
,,,station wagons and racing cars:,,
8703.10.00,00H,No., Vehicles specially designed for travelling on snow; golf cars and similar,,
,,,vehicles,Free,Free
,,," Other vehicles, with only spark-ignition internal combustion piston",,
,,,engine:,,
8703.21,,,"Of a cylinder capacity not exceeding 1,000 cc:",,
8703.21.11,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking, toilet",,
,,,"facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,10E,No.,. New,,
,19J,No.,. Used,,
8703.21.15,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,10L,No.,. New,,
,19D,No.,. Used,,
8703.21.19,,, Other,Free,Free
,10F,No.,. Four-wheeled farm-bike vehicles,,
,,,. Motor cars:,,
,,,. . New:,,
,11D,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15G,No.,Other,,
,17C,No.,. . Used,,
,19K,No.,. Other,,
8703.22,,,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc:",,
8703.22.11,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking, toilet",,
,,,"facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,10K,No.,. New,,
,19C,No.,. Used,,
8703.22.15,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,10E,No.,. New,,
,19J,No.,. Used,,
8703.22.19,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10L,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15A,No.,Other,,
,17H,No.,. . Used,,
,19D,No.,. Other,,
8703.23,,,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc:",,
8703.23.11,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking, toilet",,
,,,"facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10D,No.,. New,,
,19H,No.,. Used,,
,,,"Motor cars and other motor vehicles principally, etc.—continued",,
,,," Other vehicles, with only spark-ignition internal, etc.—continued",,
,,,"Of a cylinder capacity exceeding 1,500 cc but not, etc.—continued",,
8703.23.15,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,10K,No.,. New,,
,19C,No.,. Used,,
8703.23.19,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10E,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15F,No.,Other,,
,17B,No.,. . Used,,
,19J,No.,. Other,,
8703.24,,,"Of a cylinder capacity exceeding 3,000 cc:",,
8703.24.11,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10J,No.,. New,,
,19B,No.,. Used,,
8703.24.15,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10D,No.,. New,,
,19H,No.,. Used,,
8703.24.19,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10K,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15L,No.,Other,,
,17G,No.,. . Used,,
,19C,No.,. Other,,
,,," Other vehicles, with only compression-ignition internal combustion",,
,,,piston engine (diesel or semi-diesel):,,
8703.31,,,"Of a cylinder capacity not exceeding 1,500 cc:",,
8703.31.11,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,10J,No.,. New,,
,19B,No.,. Used,,
8703.31.15,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,10D,No.,. New,,
,19H,No.,. Used,,
,,,"Motor cars and other motor vehicles principally, etc.—continued",,
,,," Other vehicles, with only compression-ignition internal, etc.—continued",,
,,,"Of a cylinder capacity not exceeding 1,500 cc—continued",,
8703.31.19,,, Other,Free,Free
,10K,No.,. Four-wheeled farm-bike vehicles,,
,,,. Motor cars:,,
,,,. . New:,,
,11H,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15L,No.,Other,,
,17G,No.,. . Used,,
,19C,No.,. Other,,
8703.32,,,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc:",,
8703.32.11,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking, toilet",,
,,,"facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10C,No.,. New,,
,19G,No.,. Used,,
8703.32.15,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,10J,No.,. New,,
,19B,No.,. Used,,
8703.32.19,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10D,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15E,No.,Other,,
,17A,No.,. . Used,,
,19H,No.,. Other,,
8703.33,,,"Of a cylinder capacity exceeding 2,500 cc:",,
8703.33.11,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking, toilet",,
,,,"facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 7
,,,,,1/2025 6
,10H,No.,. New,,
,19A,No.,. Used,,
8703.33.15,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10C,No.,. New,,
,19G,No.,. Used,,
8703.33.19,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10J,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15K,No.,Other,,
,17F,No.,. . Used,,
,19B,No.,. Other,,
8703.4,,," Other vehicles, with both spark-ignition internal combustion piston",,
,,,"engine and electric motor as motors for propulsion, other than those",,
,,,capable of being charged by plugging to external sources of electric,,
,,,power:,,
,,,"Motor cars and other motor vehicles principally, etc.—continued",,
,,," Other vehicles, with both spark-ignition internal, etc.—continued",,
,,,"Of a cylinder capacity not exceeding 1,000 cc:",,
8703.40.10,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10A,No.,. New,,
,19E,No.,. Used,,
8703.40.11,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10H,No.,. New,,
,19A,No.,. Used,,
8703.40.13,,, Other,Free,Free
,10L,No.,. Four-wheeled farm-bike vehicles,,
,,,. Motor cars:,,
,,,. . New:,,
,11J,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15A,No.,Other,,
,17H,No.,. . Used,,
,19D,No.,. Other,,
,,,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc:",,
8703.40.15,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10C,No.,. New,,
,19G,No.,. Used,,
8703.40.17,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10F,No.,. New,,
,19K,No.,. Used,,
8703.40.19,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10J,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15K,No.,Other,,
,17F,No.,. . Used,,
,19B,No.,. Other,,
,,,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc:",,
8703.40.21,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10C,No.,. New,,
,19G,No.,. Used,,
8703.40.23,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10F,No.,. New,,
,19K,No.,. Used,,
,,,"Motor cars and other motor vehicles principally, etc.—continued",,
,,," Other vehicles, with both spark-ignition internal, etc.—continued",,
,,,"Of a cylinder capacity exceeding 1,500 cc but not, etc.—continued",,
8703.40.25,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10J,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15K,No.,Other,,
,17F,No.,. . Used,,
,19B,No.,. Other,,
,,,"Of a cylinder capacity exceeding 3,000 cc:",,
8703.40.27,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10A,No.,. New,,
,19E,No.,. Used,,
8703.40.29,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10D,No.,. New,,
,19H,No.,. Used,,
8703.40.39,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10K,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15L,No.,Other,,
,17G,No.,. . Used,,
,19C,No.,. Other,,
8703.5,,," Other vehicles, with both compression-ignition internal combustion",,
,,,piston engine (diesel or semi-diesel) and electric motor as motors for,,
,,,"propulsion, other than those capable of being charged by plugging to",,
,,,external source of electric power:,,
,,,"Of a cylinder capacity not exceeding 1,500 cc:",,
8703.50.10,,," Motorhomes, being vehicles for the transport of persons,",,
,,,"specially equipped for habitation (for example, with sleeping,",,
,,,"cooking, toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10E,No.,. New,,
,19J,No.,. Used,,
8703.50.11,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10A,No.,. New,,
,19E,No.,. Used,,
8703.50.13,,, Other,Free,Free
,10D,No.,. Four-wheeled farm-bike vehicles,,
,,,. Motor cars:,,
,,,. . New:,,
,11B,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15E,No.,Other,,
,17A,No.,. . Used,,
,19H,No.,. Other,,
,,,"Motor cars and other motor vehicles principally, etc.—continued",,
,,," Other vehicles, with both compression-ignition internal, etc.—continued",,
,,,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc:",,
8703.50.15,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10G,No.,. New,,
,19L,No.,. Used,,
8703.50.17,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10K,No.,. New,,
,19C,No.,. Used,,
8703.50.19,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10B,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15C,No.,Other,,
,17K,No.,. . Used,,
,19F,No.,. Other,,
,,,"Of a cylinder capacity exceeding 2,500 cc:",,
8703.50.21,,," Motorhomes, being vehicles for the transport of persons,",,
,,,"specially equipped for habitation (for example, with sleeping,",,
,,,"cooking, toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 7
,,,,,1/2025 6
,10G,No.,. New,,
,19L,No.,. Used,,
8703.50.23,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10K,No.,. New,,
,19C,No.,. Used,,
8703.50.29,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10H,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15J,No.,Other,,
,17E,No.,. . Used,,
,19A,No.,. Other,,
8703.6,,," Other vehicles, with both spark-ignition internal combustion piston",,
,,,"engine and electric motor as motors for propulsion, charged by plugging",,
,,,to external sources of electric power:,,
,,,"Of a cylinder capacity not exceeding 1,000 cc:",,
8703.60.10,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10J,No.,. New,,
,19B,No.,. Used,,
,,,"Motor cars and other motor vehicles principally, etc.—continued",,
,,," Other vehicles, with both spark-ignition internal, etc.—continued",,
,,,"Of a cylinder capacity not exceeding 1,000 cc—continued",,
8703.60.11,,,Ambulances,10,Free
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10E,No.,. New,,
,19J,No.,. Used,,
8703.60.13,,, Other,Free,Free
,10H,No.,. Four-wheeled farm-bike vehicles,,
,,,. Motor cars:,,
,,,. . New:,,
,11F,No.,.Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15J,No.,Other,,
,17E,No.,. . Used,,
,19A,No.,. Other,,
,,,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc:",,
8703.60.15,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10L,No.,. New,,
,19D,No.,. Used,,
8703.60.17,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10C,No.,. New,,
,19G,No.,. Used,,
8703.60.19,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10F,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15G,No.,Other,,
,17C,No.,. . Used,,
,19K,No.,. Other,,
,,,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc:",,
8703.60.21,,," Motorhomes, being vehicles for the transport of persons,",,
,,,"specially equipped for habitation (for example, with sleeping,",,
,,,"cooking, toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10L,No.,. New,,
,19D,No.,. Used,,
8703.60.23,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10C,No.,. New,,
,19G,No.,. Used,,
8703.60.25,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10F,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15G,No.,Other,,
,17C,No.,. . Used,,
,19K,No.,. Other,,
,,,"Motor cars and other motor vehicles principally, etc.—continued",,
,,," Other vehicles, with both spark-ignition internal, etc.—continued",,
,,,"Of a cylinder capacity exceeding 3,000 cc:",,
8703.60.27,,," Motorhomes, being vehicles for the transport of persons,",,
,,,"specially equipped for habitation (for example, with sleeping,",,
,,,"cooking, toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10J,No.,. New,,
,19B,No.,. Used,,
8703.60.29,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10A,No.,. New,,
,19E,No.,. Used,,
8703.60.39,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,11E,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15H,No.,Other,,
,17D,No.,. . Used,,
,19L,No.,. Other,,
8703.7,,," Other vehicles, with both compression-ignition internal combustion",,
,,,piston engine (diesel or semi-diesel) and electric motor as motors for,,
,,,"propulsion, capable of being charged by plugging to external source",,
,,,of electric power:,,
,,,"Of a cylinder capacity not exceeding 1,500 cc:",,
8703.70.10,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10B,No.,. New,,
,19F,No.,. Used,,
