Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9021.10.03,00F,kg,Screw studs and studding,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9021.10.05,00J,kg,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 4
,,,,,1/2025 3.7
9021.10.07,00A,kg,Nuts,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Orthopaedic appliances, including crutches, etc.—continued",,
,,,Orthopaedic or fracture appliances—continued,,
,,,"Threaded articles, of stainless steel—continued",,
9021.10.09,00D,kg,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Washers, cotters and similar articles, of stainless steel:",,
9021.10.11,00J,kg,Washers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9021.10.13,00A,kg,Cotters and cotter-pins,Free,Free
9021.10.15,00D,kg,Other,Free,Free
9021.10.20,,,Other,Free,Free
,,,Veterinary orthopaedic appliances:,,
,10E,.,Of stainless steel,,
,12A,.,Of titanium or nickel-titanium alloy,,
,18L,.,Other,,
,,,Other:,,
,20B,.,Of stainless steel,,
,22J,.,Of titanium or nickel-titanium alloy,,
,28H,.,Other,,
,,,Artificial teeth and dental fittings:,,
9021.21.00,00E,No.,Artificial teeth,Free,Free
9021.29,,,Other:,,
,,,"Threaded articles, of stainless steel:",,
,,,Screws:,,
9021.29.01,00H,kg,Self-tapping screws,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9021.29.03,00L,kg,Screw studs and studding,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9021.29.05,00C,kg,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 4
,,,,,1/2025 3.7
9021.29.07,00F,kg,Nuts,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9021.29.09,00J,kg,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Washers, cotters and similar articles, of stainless steel:",,
9021.29.11,00C,kg,Washers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9021.29.13,00F,kg,Cotters and cotter-pins,Free,Free
9021.29.15,00J,kg,Other,Free,Free
,,,"Orthopaedic appliances, including crutches, etc.—continued",,
,,,Artificial teeth and dental fittings—continued,,
,,,Other—continued,,
9021.29.20,,,Other,Free,Free
,,,Dentists' accessories for making crowns or dentures:,,
,10K,.,Of stainless steel,,
,12F,.,Of titanium or nickel-titanium alloy,,
,18E,.,Other,,
,,,Other:,,
,20G,.,Of stainless steel,,
,22C,.,Of titanium or nickel-titanium alloy,,
,28B,.,Other,,
,,,Other artificial parts of the body:,,
9021.31.00,00J,.,Artificial joints,Free,Free
9021.39.00,,,Other,Free,Free
,11L,No.,Limbs and parts of limbs,,
,15C,.,Eyes,,
,19F,.,Other,,
9021.40.00,00H,No.,"Hearing aids, excluding parts and accessories",Free,Free
9021.50.00,00A,.,"Pacemakers for stimulating heart muscles, excluding parts and",,
,,,accessories,Free,Free
9021.90.00,,,Other,Free,Free
,,,"Other appliances which are worn or carried, or implanted in the body,",,
,,,to compensate for a defect or disability:,,
,01D,.,Parts of hearing aids,,
,09K,.,Other,,
,19G,.,Other,,
90.22,,,"Apparatus based on the use of X-rays or of alpha, beta, gamma or",,
,,,"other ionising radiations, whether or not for medical, surgical, dental",,
,,,"or veterinary uses, including radiography or radiotherapy apparatus,",,
,,,"X-ray tubes and other X-ray generators, high tension generators,",,
,,,"control panels and desks, screens, examination or treatment tables,",,
,,,chairs and the like:,,
,,,"Apparatus based on the use of X-rays, whether or not for medical,",,
,,,"surgical, dental or veterinary uses, including radiography or radiotherapy",,
,,,apparatus:,,
9022.12.00,00D,.,Computed tomography apparatus,Free,Free
9022.13.00,00J,.,"Other, for dental uses",Free,Free
9022.14.00,00C,.,"Other, for medical, surgical or veterinary uses",Free,Free
9022.19.00,00F,.,For other uses,Free,Free
,,," Apparatus based on the use of alpha, beta, gamma or other ionising",,
,,,"radiations, whether or not for medical, surgical, dental or veterinary uses,",,
,,,including radiography or radiotherapy apparatus:,,
9022.21.00,10L,.,"For medical, surgical, dental or veterinary uses",Free,Free
9022.29.00,10G,.,For other uses,Free,Free
9022.30.00,00B,No.,X-ray tubes,Free,Free
9022.90.00,,,"Other, including parts and accessories",Free,Free
,01B,No.,X-ray generators,,
,,,Parts of X-ray generators and tubes:,,
,11K,No.,Generators,,
,19E,No.,Tubes,,
,29B,.,Other,,
90.23,,,,,
9023.00.00,00K,.,"Instruments, apparatus and models, designed for demonstrational",,
,,,"purposes (for example, in education or exhibitions), unsuitable for",,
,,,other uses,Free,Free
90.24,,,"Machines and appliances for testing the hardness, strength,",,
,,,"compressibility, elasticity or other mechanical properties of materials",,
,,,"(for example, metals, wood, textiles, paper, plastics):",,
9024.10.00,00A,.,Machines and appliances for testing metals,Free,Free
 9024.80.90,00F,.,Other machines and appliances,Free,Free
9024.90.00,00L,.,Parts and accessories,Free,Free
90.25,,,"Hydrometers and similar floating instruments, thermometers,",,
,,,"pyrometers, barometers, hygrometers and psychrometers, recording",,
,,,"or not, and any combination of these instruments:",,
,,,"Thermometers and pyrometers, not combined with other instruments:",,
9025.11.00,00D,.,"Liquid-filled, for direct reading",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
 9025.19.90,00K,.,Other,Free,Free
9025.80.00,,,Other instruments,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01C,.,"Barometers, not combined with other instruments",,
,09J,.,Other,,
9025.90.00,00J,.,Parts and accessories,Free,Free
90.26,,,"Instruments and apparatus for measuring or checking the flow, level,",,
,,,"pressure or other variables of liquids or gases (for example, flow",,
,,,"meters, level gauges, manometers, heat meters), excluding instruments",,
,,,"and apparatus of heading 90.14, 90.15, 90.28 or 90.32:",,
 9026.10.90,00G,.,For measuring or checking the flow or level of liquids,Free,Free
9026.2,,,For measuring or checking pressure:,,
9026.20.01,00H,.,Automotive vacuum gauges,Free,Free
9026.20.90,00L,.,Other,Free,Free
 9026.80.90,00B,.,Other instruments or apparatus,Free,Free
9026.90.90,00F,.,Parts and accessories,Free,Free
90.27,,,Instruments and apparatus for physical or chemical analysis (for,,
,,,"example, polarimeters, refractometers, spectrometers, gas or smoke",,
,,,analysis apparatus); instruments and apparatus for measuring or,,
,,,"checking viscosity, porosity, expansion, surface tension or the like;",,
,,,instruments and apparatus for measuring or checking quantities of,,
,,,"heat, sound or light (including exposure meters); microtomes:",,
9027.10.00,00F,.,Gas or smoke analysis apparatus,Free,Free
9027.20.00,00K,.,Chromatographs and electrophoresis instruments,Free,Free
9027.30.00,00C,.,"Spectrometers, spectrophotometers and spectrographs using optical",,
,,,"radiations (UV, visible, IR)",Free,Free
9027.50.00,00L,.,"Other instruments and apparatus using optical radiations (UV, visible, IR)",Free,Free
,,,Other instruments and apparatus:,,
9027.81.00,00F,.,Mass spectrometers,Free,Free
9027.89.00,,,Other,Free,Free
,10K,.,Exposure meters,,
,20G,.,Other,,
9027.90.00,,,Microtomes; parts and accessories,Free,Free
,01C,No.,Microtomes,,
,09J,.,Parts and accessories,,
90.28,,,"Gas, liquid or electricity supply or production meters, including",,
,,,calibrating meters therefor:,,
9028.10.00,,,Gas meters,Free,Free
,01B,No.,Domestic,,
,09H,No.,Other,,
9028.20.00,,,Liquid meters,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01F,No.,Water meters,,
,09A,No.,Other,,
9028.30.00,,,Electricity meters,Free,Free
,01K,No.,House service,,
,09E,No.,Other,,
9028.90.90,00B,.,Parts and accessories,Free,Free
90.29,,,"Revolution counters, production counters, taximeters, mileometers,",,
,,,"pedometers and the like; speed indicators and tachometers, other",,
,,,than those of heading 90.14 or 90.15; stroboscopes:,,
9029.10.00,,,"Revolution counters, production counters, taximeters, mileometers,",,
,,,pedometers and the like,Free,Free
,01L,No.,Taximeters,,
,09F,No.,Billiards meters,,
,19C,.,Other,,
9029.20.00,,,Speed indicators and tachometers; stroboscopes,Free,Free
,01D,.,Stroboscopes,,
,09K,.,Other,,
9029.90.00,00A,.,Parts and accessories,Free,Free
90.3,,,"Oscilloscopes, spectrum analysers and other instruments and",,
,,,"apparatus for measuring or checking electrical quantities, excluding",,
,,,meters of heading 90.28; instruments and apparatus for measuring or,,
,,,"detecting alpha, beta, gamma, X-ray, cosmic or other ionising",,
,,,radiations:,,
9030.10.00,00F,.,Instruments and apparatus for measuring or detecting ionising radiations,Free,Free
9030.2,,,Oscilloscopes and oscillographs:,,
9030.20.01,00F,.,Cathode-ray oscilloscopes and cathode-ray oscillographs,Free,Free
 9030.20.20,00L,.,"Other, with a recording device",Free,Free
 9030.20.90,00J,.,Other,Free,Free
,,," Other instruments and apparatus, for measuring or checking voltage,",,
,,,"current, resistance or power (other than those for measuring or checking",,
,,,semiconductor wafers or devices):,,
 9030.31.90,00G,.,Multimeters without a recording device,Free,Free
 9030.32.90,00A,.,Multimeters with a recording device,Free,Free
9030.33,,,"Other, without a recording device:",,
9030.33.10,00B,.,"Other, without a recording, excluding resistance measuring",,
,,,instruments,Free,Free
9030.33.90,00F,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
 9030.39.90,00C,.,"Other, with a recording device",Free,Free
9030.40.00,00G,.,"Other instruments and apparatus, specially designed for",,
,,,"telecommunications (for example, cross-talk meters, gain measuring",,
,,,"instruments, distortion factor meters, psophometers)",Free,Free
,,,Other instruments and apparatus:,,
9030.82.00,,,For measuring or checking semiconductor wafers or devices,,
,,,(including integrated circuits),Free,Free
,01J,.,With a recording device,,
,09D,.,Other,,
 9030.84.90,00J,.,"Other, with a recording device",Free,Free
 9030.89.90,00A,.,Other,Free,Free
9030.9,,,Parts and accessories:,,
9030.90.10,00L,.,Of instruments and apparatus for measuring or checking,,
,,,semiconductor wafers or devices,Free,Free
9030.90.20,00F,.,Printed circuit assemblies,Free,Free
9030.90.90,00D,.,Other,Free,Free
90.31,,,"Measuring or checking instruments, appliances and machines, not",,
,,,specified or included elsewhere in this Chapter; profile projectors:,,
 9031.10.90,00C,.,Machines for balancing mechanical parts,Free,Free
9031.20.00,00H,.,Test benches,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Other optical instruments and appliances:,,
9031.41.00,00K,.,For inspecting semiconductor wafers or devices (including integrated,,
,,,circuits) or for inspecting photomasks or reticles used in manufacturing,,
,,,semiconductor devices (including integrated circuits),Free,Free
,,,"Measuring or checking instruments, appliances and etc.—continued",,
,,,Other optical instruments and appliances—continued,,
9031.49.00,,,Other,Free Free,
,10C,.,Profile projectors,,
,19G,.,Other,,
9031.8,,,"Other instruments, appliances and machines:",,
9031.80.02,00B,.,Load cells with a capacity between 150 kilograms and 100 tonnes,Free Free,
 9031.80.90,00J,.,Other,Free Free,
9031.9,,,Parts and accessories:,,
9031.90.10,00J,.,Of optical instruments and appliances for inspecting semiconductor,,
,,,"wafers or devices or for inspecting masks, photomasks or reticles",,
,,,used in the manufacturing semiconductor devices,Free Free,
9031.90.20,00D,.,Of optical instruments and appliances for measuring surface,,
,,,particulate contamination on semiconductor wafers,Free Free,
9031.90.30,00K,.,Of printed circuit assemblies,Free Free,
9031.90.90,00B,.,Other,Free Free,
90.32,,,Automatic regulating or controlling instruments and apparatus:,,
9032.1,,,Thermostats:,,
9032.10.01,00J,.,Designed solely for use with refrigerating apparatus,Free Free,
9032.10.09,00K,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
 9032.20.90,00E,.,Manostats,Free Free,
,,,Other instruments and apparatus:,,
 9032.81.90,00A,.,Hydraulic or pneumatic,Free Free,
9032.89.00,00J,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 5,
,,,,1/2025 5,
9032.90.00,00A,.,Parts and accessories,The rate applicable to,
,,,,the articles for which the parts or,
,,,,accessories have been designed,
,,,,AAN Free,
,,,,TW Free,
90.33,,,,,
9033.00.00,10D,.,Parts and accessories (not included or specified elsewhere in this,,
,,,"chapter) for machines, appliances, instruments or apparatus of",,
,,,Chapter 90,The rate applicable to,
,,,,the articles for which the parts or,
,,,,accessories have been designed,
,,,,AAN Free,
,,,,TW Free,
91.01,,,"Wrist-watches, pocket-watches and other watches, including",,
,,,"stop-watches, with case of precious metal or of metal clad with",,
,,,precious metal:,,
,,,"Wrist-watches, electrically operated, whether or not incorporating a",,
,,,stop-watch facility:,,
9101.11.00,,,With mechanical display only,Free,Free
,01A,No.,Operating by means of solar cells,,
,09G,No.,Other,,
9101.19.00,,,Other,Free,Free
,,,With opto-electronic display only:,,
,10G,No.,Operating by means of solar cells,,
,13A,No.,Other,,
,,,Other:,,
,15H,No.,Operating by means of solar cells,,
,19L,No.,Other,,
,,,"Other wrist-watches, whether or not incorporating a stop-watch facility:",,
9101.21.00,00G,No.,With automatic winding,Free,Free
9101.29.00,00C,No.,Other,Free,Free
,,,Other:,,
9101.91.00,,,Electrically operated,Free,Free
,01L,No.,Operating by means of solar cells,,
,09F,No.,Other,,
9101.99.00,10F,No.,Other,Free,Free
91.02,,,"Wrist-watches, pocket-watches and other watches, including",,
,,,"stop-watches, other than those of heading 91.01:",,
,,,"Wrist-watches, electrically operated, whether or not incorporating a",,
,,,stop-watch facility:,,
9102.11.00,,,With mechanical display only,Free,Free
,01K,No.,Operating by means of solar cells,,
,09E,No.,Other,,
9102.12.00,,,With opto-electronic display only,Free,Free
,01D,No.,Operating by means of solar cells,,
,09K,No.,Other,,
9102.19.00,,,Other,Free,Free
,01F,No.,Operating by means of solar cells,,
,09A,No.,Other,,
,,,"Other wrist-watches, whether or not incorporating a stop-watch facility:",,
9102.21.00,00E,No.,With automatic winding,Free,Free
9102.29.00,00A,No.,Other,Free,Free
,,,Other:,,
9102.91.00,,,Electrically operated,Free,Free
,01J,No.,Operating by means of solar cells,,
,09D,No.,Other,,
9102.99.00,00G,No.,Other,Free,Free
91.03,,,"Clocks with watch movements, excluding clocks of heading 91.04:",,
9103.10.00,,,Electrically operated,Free,Free
,,,Alarm clocks:,,
,02A,No.,Operating by means of solar cells,,
,08L,No.,Other,,
,,,Other:,,
,11L,No.,Operating by means of solar cells,,
,19F,No.,Other,,
9103.90.00,,,Other,Free,Free
,01B,No.,Alarm clocks,,
,09H,No.,Other,,
91.04,,,,,
9104.00.00,,,"Instrument panel clocks and clocks of a similar type for vehicles,",,
,,,"aircraft, spacecraft or vessels",Free,Free
,01H,No.,Vehicle chronographs,,
,09C,.,Other,,
91.05,,,Other clocks:,,
,,,Alarm clocks:,,
9105.11,,,Electrically operated:,,
9105.11.10,00A,No.,Operating by means of solar cells,Free,Free
