Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,19L,No.,Other,,
,29H,No.,Other,,
,,,"Spark-ignition reciprocating or rotary internal, etc.continued",,
,,,"Reciprocating piston engines of a kind used for the, etc.continued",,
8407.34,,,"Of a cylinder capacity exceeding 1,000 cc:",,
8407.34.01,,,Cycle and tractor engines,Free,Free
,01A,No.,For cycles,,
,09G,No.,For tractors,,
8407.34.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,For propelling motor vehicles of Tariff headings 87.02 to 87.04:,,
,01B,No.,New engines,,
,,,Used engines:,,
,11K,No.,Reconditioned,,
,19E,No.,Other,,
,29B,No.,Other,,
8407.90.00,,,Other engines,Free,Free
,01J,No.,Vehicle engines,,
,09D,No.,Other,,
84.08,,,Compression-ignition internal combustion piston engines (diesel or,,
,,,semi-diesel engines):,,
8408.1,,,Marine propulsion engines:,,
8408.10.01,,,Outboard,Free,Free
,01D,No.,Exceeding 5.22 kW,,
,09K,No.,Other,,
8408.10.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01E,No.,Water cooled,,
,09L,No.,Air cooled,,
8408.2,,,Engines of a kind used for the propulsion of vehicles of Chapter 87:,,
8408.20.01,,,Cycle and tractor engines,Free,Free
,01H,No.,For cycles,,
,09C,No.,For tractors,,
8408.20.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,For propelling motor vehicles of Tariff headings 87.02 to 87.04:,,
,01J,No.,New engines,,
,,,Used engines:,,
,11F,No.,Reconditioned,,
,19A,No.,Other,,
,29J,No.,Other,,
8408.90.00,,,Other engines,Free,Free
,01G,No.,Vehicle engines,,
,09B,No.,Other,,
84.09,,,Parts suitable for use solely or principally with the engines of heading,,
,,,84.07 or 84.08:,,
8409.10.00,00H,.,For aircraft engines,Free,Free
,,,Other:,,
8409.91,,,Suitable for use solely or principally with spark-ignition internal,,
,,,combustion piston engines:,,
,,,"Parts suitable for use solely or principally with the, etc.continued",,
,,,Othercontinued,,
,,,"Suitable for use solely or principally with spark-ignition, etc.continued",,
8409.91.01,,,"Pistons, cylinder sleeves, piston rings, valves and valve seat",,
,,,"inserts, mufflers",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01F,No.,Mufflers,,
,09A,No.,Cylinder sleeves,,
,,,Engine valves:,,
,11C,No.,Inlet,,
,19J,No.,Exhaust,,
,21L,No.,Piston castings in the rough,,
,,,Other:,,
,,,For use in cylinders having a nominal bore not exceeding,,
,,,140 mm:,,
,31H,No.,Piston rings,,
,39C,No.,Pistons (without rings),,
,41E,No.,Piston assemblies,,
,49L,.,Other,,
,,,Other:,,
,51B,No.,Piston rings,,
,59H,No.,Pistons (without rings),,
,61K,No.,Piston assemblies,,
,69E,.,Other,,
,,,Other parts:,,
8409.91.11,,,Of cycle and tractor engines,Free,Free
,01A,.,Of cycle engines,,
,09G,.,Of tractor engines,,
,,,Of other vehicle engines:,,
8409.91.21,,,Short block assemblies,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01G,No.,New,,
,,,Used:,,
,11D,No.,Reconditioned,,
,19K,No.,Other,,
8409.91.29,,,Other,Free,Free
,01H,.,Carburettors,,
,09C,.,Governors,,
,19L,.,Other,,
8409.91.39,,,Other,Free,Free
,01C,.,Carburettors,,
,09J,.,Governors,,
,19F,.,Other,,
,,,"Parts suitable for use solely or principally with the, etc.continued",,
,,,Othercontinued,,
8409.99,,,Other:,,
8409.99.01,,,"Pistons, cylinder sleeves, piston rings, valves and valve seat inserts,",,
,,,mufflers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01B,No.,Mufflers,,
,09H,No.,Cylinder sleeves,,
,,,Engine valves:,,
,11K,No.,Inlet,,
,19E,No.,Exhaust,,
,21G,No.,Piston castings in the rough,,
,,,Other:,,
,,,For use in cylinders having a nominal bore not exceeding,,
,,,140 mm:,,
,31D,No.,Piston rings,,
,39K,No.,Pistons (without rings),,
,41A,No.,Piston assemblies,,
,49G,.,Other,,
,,,Other:,,
,51J,No.,Piston rings,,
,59D,No.,Pistons (without rings),,
,61F,No.,Piston assemblies,,
,69A,.,Other,,
,,,Other parts:,,
8409.99.11,,,Of cycle and tractor engines,Free,Free
,01H,.,Of cycle engines,,
,09C,.,Of tractor engines,,
,,,Of other vehicle engines:,,
8409.99.21,,,Short block assemblies,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01C,No.,New,,
,,,Used:,,
,11L,No.,Reconditioned,,
,19F,No.,Other,,
8409.99.29,,, Other,Free,Free
,01D,.,Governors,,
,09K,.,Other,,
8409.99.39,,,Other,Free,Free
,01K,.,Governors,,
,09E,.,Other,,
84.1,,,"Hydraulic turbines, water wheels, and regulators therefor:",,
,,,Hydraulic turbines and water wheels:,,
8410.11.00,00F,No.,"Of a power not exceeding 1,000 kW",Free,Free
8410.12.00,00L,No.,"Of a power exceeding 1,000 kW but not exceeding 10,000 kW",Free,Free
8410.13.00,00E,No.,"Of a power exceeding 10,000 kW",Free,Free
8410.90.00,00L,.,"Parts, including regulators",Free,Free
84.11,,,"Turbo-jets, turbo-propellers and other gas turbines:",,
,,,Turbo-jets:,,
8411.11.00,00D,No.,Of a thrust not exceeding 25 kN,Free,Free
8411.12.00,00J,No.,Of a thrust exceeding 25 kN,Free,Free
,,,Turbo-propellers:,,
8411.21.00,00H,No.,"Of a power not exceeding 1,100 kW",Free,Free
8411.22.00,00B,No.,"Of a power exceeding 1,100 kW",Free,Free
,,,Other gas turbines:,,
8411.81.00,00K,No.,"Of a power not exceeding 5,000 kW",Free,Free
8411.82.00,00D,No.,"Of a power exceeding 5,000 kW",Free,Free
,,,Parts:,,
8411.91.00,00C,.,Of turbo-jets or turbo-propellers,Free,Free
8411.99.00,00K,.,Other,Free,Free
84.12,,,Other engines and motors:,,
8412.10.00,00H,No.,Reaction engines other than turbo-jets,Free,Free
,,,Hydraulic power engines and motors:,,
8412.21.00,00F,No.,Linear acting (cylinders),5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8412.29,,,Other:,,
8412.29.10,00H,No.,Marine jet propulsion units,5,Free
,,,,,*See Below
,,,,,CA Free
8412.29.90,00A,No.,Other,Free,Free
,,,Pneumatic power engines and motors:,,
8412.31.00,00K,No.,Linear acting (cylinders),5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8412.39.00,00F,No.,Other,Free,Free
8412.80.00,00C,No.,Other,Free,Free
8412.9,,,Parts:,,
8412.90.01,00C,.,Of hydraulic and pneumatic cylinders,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8412.90.09,00D,.,Of marine jet propulsion units,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8412.90.19,,,Other,Free,Free
,01H,.,Of steam or of other vapour power units,,
,09C,.,Of hydraulic power engines and motors,,
,19L,.,Other,,
84.13,,,"Pumps for liquids, whether or not fitted with a measuring device;",,
,,,liquid elevators:,,
,,,Pumps fitted or designed to be fitted with a measuring device:,,
8413.11.00,00L,No.,"Pumps for dispensing fuel or lubricants, of the type used in",,
,,,filling-stations or in garages,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8413.19.00,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01E,No.,Reciprocating,,
,09L,No.,Centrifugal,,
,11B,No.,Rotary,,
,19H,No.,Other,,
8413.20.00,00K,No.,"Hand pumps, other than those of subheading 8413.11 or 8413.19",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8413.3,,,"Fuel, lubricating or cooling medium pumps for internal combustion",,
,,,piston engines:,,
8413.30.01,,,Lubricating oil pumps,Free,Free
,01H,No.,Reciprocating,,
,09C,No.,Centrifugal,,
,11E,No.,Rotary,,
,19L,No.,Other,,
,,,"Pumps for liquids, whether or not fitted, etc.continued",,
,,,"Fuel, lubricating or cooling medium pumps for internal, etc.continued",,
8413.30.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01J,No.,Reciprocating,,
,09D,No.,Centrifugal,,
,11F,No.,Rotary,,
,19A,No.,Other,,
8413.40.00,,,Concrete pumps,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01E,No.,Reciprocating,,
,09L,No.,Other,,
8413.5,,,Other reciprocating positive displacement pumps:,,
8413.50.01,00G,No.,Submersible pumps,Free,Free
8413.50.09,00H,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8413.6,,,Other rotary positive displacement pumps:,,
8413.60.01,00L,No.,Submersible pumps,Free,Free
8413.60.09,00A,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8413.7,,,Other centrifugal pumps:,,
8413.70.01,00D,No.,Submersible pumps,Free,Free
8413.70.09,00E,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Other pumps; liquid elevators:,,
8413.81,,,Pumps:,,
8413.81.01,00B,No.,Hydraulic steering pumps specially suited for motor vehicles,Free,Free
8413.81.09,00C,No.,Submersible pumps,Free,Free
8413.81.19,00J,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8413.82.00,00L,No.,Liquid elevators,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Parts:,,
8413.91,,,Of pumps:,,
,,,"Of fuel, lubricating or cooling medium pumps for internal",,
,,,combustion piston engines:,,
8413.91.01,00F,.,Of lubricating oil pumps,Free,Free
8413.91.09,00G,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8413.91.11,00A,.,Of submersible pumps,Free,Free
,,,"Pumps for liquids, whether or not fitted, etc.continued",,
,,,Partscontinued,,
,,,Of pumpscontinued,,
,,,Other:,,
8413.91.21,00G,.,Of hydraulic steering pumps specially suited for motor vehicles,Free,Free
8413.91.29,00H,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8413.92.00,00D,.,Of liquid elevators,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
84.14,,,"Air or vacuum pumps, air or other gas compressors and fans;",,
,,,"ventilating or recycling hoods incorporating a fan, whether or not",,
,,,"fitted with filters; gas-tight biological safety cabinets, whether or not",,
,,,fitted with filters:,,
8414.1,,,Vacuum pumps:,,
8414.10.01,00L,No.,Suited for use with motor vehicles,Free,Free
8414.10.09,00A,No.,Other,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
8414.20.00,00H,.,Hand- or foot-operated air pumps,Free,Free
8414.30.00,,,Compressors of a kind used in refrigerating equipment,Free,Free
,01K,No.,Of a kind designed to use ammonia gas as the refrigerant,,
,09E,No.,Other,,
8414.40.00,00E,.,Air compressors mounted on a wheeled chassis for towing,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,Fans:,,
8414.51.00,00C,.,"Table, floor, wall, window, ceiling or roof fans, with a self-contained",,
,,,electric motor of an output not exceeding 125 W,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8414.59,,,Other:,,
8414.59.01,00F,.,Fans for vehicle engines,Free,Free
8414.59.05,00A,.,Fans of a kind used solely or principally for cooling,,
,,,"microprocessors, telecommunication apparatus, automatic",,
,,,data processing machines or units of automatic data,,
,,,processing machines,Free,Free
8414.59.09,10D,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8414.60.00,10K,No.,Hoods having a maximum horizontal side not exceeding 120 cm,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8414.7,,,Gas-tight biological safety cabinets:,,
8414.70.01,00B,No.,Cabinets having a maximum horizontal side not exceeding 120 cm,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8414.70.05,00H,No.,Other,Free,Free
,,,"Air or vacuum pumps, air or other gas compressors, etc.continued",,
8414.8,,,Other:,,
8414.80.01,00F,.,Compressor outfits,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Other compressors:,,
8414.80.11,,,Free-piston generators for gas turbines; compressors for mounting,,
,,,in motor vehicles,Free,Free
,01K,.,Free-piston generators for gas turbines,,
,09E,.,Compressors for mounting in motor vehicles,,
8414.80.19,00B,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 5
,,,,,1/2025 5
8414.80.29,10E,.,Other,Free,Free
8414.9,,,Parts:,,
,,,Of compressor outfits:,,
8414.90.01,00K,.,Mounted on a wheeled chassis,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
8414.90.09,00L,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Of other compressors:,,
8414.90.11,00E,.,Of a kind used in refrigerating equipment,Free,Free
8414.90.19,00F,.,Of free-piston generators for gas turbines; of compressors for,,
,,,mounting in motor vehicles,Free,Free
8414.90.29,00A,.,Other,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Of vacuum pumps:,,
8414.90.31,00F,.,Suited for use with motor vehicles,Free,Free
8414.90.39,00G,., Other,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 5
,,,,,1/2025 5
,,,Of fans and hoods:,,
8414.90.41,00A,.,Of fans for vehicle engines,Free,Free
8414.90.49,10K,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Of gas-tight biological safety cabinets,,
8414.90.51,00G,., Parts of cabinets having a maximum horizontal side not exceeding,,
,,,120 cm,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8414.90.55,00B,.,Other,Free,Free
8414.90.59,10E,.,Other,Free,Free
84.15,,,"Air conditioning machines, comprising a motor-driven fan and",,
,,,"elements for changing the temperature and humidity, including",,
,,,those machines in which the humidity cannot be separately regulated:,,
8415.10.10,,,"Of a kind designed to be fixed to a window, wall, ceiling or floor,",,
,,,"self-contained or ""split-system""",5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Containing hydrofluorocarbons:,,
,,,Single-phase:,,
,,,Of a cooling capacity not exceeding 4 kW:,,
,01F,No.,Containing difluoromethane (R 32),,
,03B,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,05J,No.,Containing R-410A,,
,07E,No.,Other,,
,,,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW:,,
,09A,No.,Containing difluoromethane (R 32),,
,11C,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,13K,No.,Containing R-410A,,
,14H,No.,Other,,
,,,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW:,,
,22J,No.,Containing difluoromethane (R 32),,
,23G,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,24E,No.,Containing R-410A,,
,26A,No.,Other,,
,,,Of a cooling capacity exceeding 10 kW:,,
,27K,No.,Containing difluoromethane (R 32),,
,28H,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,32F,No.,Containing R-410A,,
,33D,No.,Other,,
,,,Other:,,
,,,Three-phase:,,
,34B,No.,Containing difluoromethane (R 32),,
,36J,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,37G,No.,Containing R-410A,,
,70J,No.,Containing R407C,,
,72E,No.,Containing R513A,,
,74A,No.,Other,,
,,,Other:,,
,76H,No.,Containing difluoromethane (R 32),,
,78D,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,80F,No.,Containing R-410A,,
,86E,No.,Other,,
,,,Other:,,
,,,Single-phase:,,
,88A,No.,Of cooling capacity not exceeding 4 kW,,
,90C,No.,Of cooling capacity exceeding 4 kW but not exceeding 7 kW,,
,92K,No.,Of cooling capacity exceeding 7 kW but not exceeding 10 kW,,
,94F,No.,Of cooling capacity exceeding 10 kW,,
,,,Other:,,
,96B,No.,Three-phase,,
,98J,No.,Other,,
,,,"Air conditioning machines, comprising, etc.continued",,
8415.20.00,,,"Of a kind used for persons, in motor vehicles",5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Containing hydrofluorocarbons:,,
,10C,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,12K,No.,Containing R513A,,
,17L,No.,Other,,
,19G,No.,Other,,
,,,Other:,,
8415.81.00,,,Incorporating a refrigerating unit and a valve for reversal of the,,
,,,cooling/heat cycle (reversible heat pumps),5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Containing hydrofluorocarbons:,,
,,,Single-phase:,,
,,,Of a cooling capacity not exceeding 4 kW:,,
,01L,No.,Containing difluoromethane (R 32),,
,03G,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,05C,No.,Containing R-410A,,
,07K,No.,Other,,
,,,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW:,,
,09F,No,Containing difluoromethane (R 32),,
,11H,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,12F,No.,Containing R-410A,,
,22C,No.,Other,,
,,,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW:,,
,23A,No,Containing difluoromethane (R 32),,
,24K,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,26F,No.,Containing R-410A,,
,27D,No.,Other,,
,,,Of a cooling capacity exceeding 10 kW:,,
,28B,No,Containing difluoromethane (R 32),,
,32L,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,33J,No.,Containing R-410A,,
,34G,No.,Other,,
,,,Other:,,
,,,Three-phase:,,
,36C,No,Containing difluoromethane (R 32),,
,37A,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,38K,No.,Containing R-410A,,
,40A,No.,Other,,
,,,Other:,,
,42H,No.,Containing difluoromethane (R 32),,
,44D,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,46L,No.,Containing R-410A,,
,47J,No.,Other,,
,,,Other:,,
,,,Single-phase:,,
,48G,No.,Of a cooling capacity not exceeding 4 kW,,
,50J,No.,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW,,
,52E,No.,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW,,
,53C,No.,Of a cooling capacity exceeding 10 kW,,
,,,Other:,,
,54A,No.,Three-phase,,
,69K,No.,Other,,
,,,"Air conditioning machines, comprising, etc.continued",,
,,,Othercontinued,,
8415.82.10,,,"Other, incorporating a refrigerating unit",5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Containing hydrofluorocarbons:,,
,,,Single-phase:,,
,,,Of a cooling capacity not exceeding 4 kW:,,
,01L,No.,Containing difluoromethane (R 32),,
,03G,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,05C,No.,Containing R-410A,,
,07K,No.,Other,,
,,,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW:,,
,09F,No.,Containing difluoromethane (R 32),,
,11H,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,12F,No.,Containing R-410A,,
,22C,No.,Other,,
,,,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW:,,
,23A,No.,Containing difluoromethane (R 32),,
,24K,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,26F,No.,Containing R-410A,,
,27D,No.,Other,,
,,,Of a cooling capacity exceeding 10 kW:,,
,28B,No.,Containing difluoromethane (R 32),,
,32L,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,33J,No.,Containing R-410A,,
,34G,No.,Other,,
,,,Other:,,
,,,Three-phase:,,
,36C,No.,Containing difluoromethane (R 32),,
,37A,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,38K,No.,Containing R-410A,,
,48G,No.,Other,,
,,,Other:,,
,52E,No.,Containing difluoromethane (R 32),,
,53C,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,54A,No.,Containing R-410A,,
,55K,No.,Other,,
,,,Other:,,
,,,Single-phase:,,
,56H,No.,Of a cooling capacity not exceeding 4 kW,,
,57F,No.,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW,,
,58D,No.,Of a Of a cooling capacity exceeding 7 kW but not exceeding,,
,,,10 kW,,
,61D,No.,Of a cooling capacity exceeding 10 kW,,
,,,Other:,,
,65G,No.,Three-phase,,
,69K,No.,Other,,
8415.83.10,00G,No.,Not incorporating a refrigerating unit,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
8415.90.00,,,Parts,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Containing hydrofluorocarbons:,,
,11G,No.,Containing difluoromethane (R 32),,
,17F,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,21D,No.,Containing R-410A,,
,25G,No.,Other,,
,29K,.,Other,,
84.16,,,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas;",,
,,,"mechanical stokers, including their mechanical grates, mechanical ash",,
,,,dischargers and similar appliances:,,
8416.10.00,00L,kg,Furnace burners for liquid fuel,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,"Furnace burners for liquid fuel, for pulverised solid, etc.continued",,
8416.20.00,00D,kg,"Other furnace burners, including combination burners",5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 5
,,,,,1/2025 5
8416.30.00,00H,kg,"Mechanical stokers, including their mechanical grates, mechanical ash",,
,,,dischargers and similar appliances,5,Free
,,,,,*See Below
